score,token
0.108708,assistant
0.0868241,reaction
0.0630219,mar
0.0500452,formal
0.0317987,quote
0.0294469,dull
0.0269455,english
0.0240016,murray
0.0178156,burn
0.017753,charles
0.0176732,aide
0.0176715,informal
0.0163219,jewish
0.0148218,topic
0.0144614,clark
0.0137562,toe
0.0137331,retire
0.0128381,reiterate
0.00984471,jr.
0.00959813,interception
0.00914912,nu
0.00899195,harvard
0.0089832,roi
0.00860777,tier
0.00783771,siberia
0.00779695,pat
0.00773573,harry
0.00727235,symbol
0.00715497,openly
0.00624648,correspondence
0.00622524,rave
0.00536669,birthday
0.00520343,cutler
0.00500598,redraft
0.00498468,slate
0.00479243,vladivostok
0.00430923,secondly
0.00385348,harlow
0.00366434,tad
0.0035519,lapse
0.00339705,hobbs
0.00334381,repudiate
0.00330528,violently
0.00328156,sincerely
0.00328129,repatriate
0.00328069,wreck
0.00319889,whitman
0.00309783,couch
0.00293106,emplace
0.00292975,burgess
0.00280933,milton
0.00264272,nelson
0.00256971,dear
0.00252254,quito
0.0025189,croup
0.00237405,mildly
0.00236673,edwin
0.00226862,assent
0.00224494,dictatorial
0.00222572,cog
0.00220652,esquire
0.00211777,butch
0.00196869,devotion
0.0019469,vise
0.0019399,crockett
0.00193785,ledge
0.00193249,unequivocal
0.00189597,webb
0.00181362,bowie
0.00180136,isolationism
0.00176946,terrible
0.00175331,stuart
0.00168089,greenwood
0.00161149,morrison
0.00161106,imo
0.00150667,willard
0.00149802,magnificent
0.00147897,miracle
0.00146724,feudal
0.00146652,broadway
0.00141535,sumatra
0.00139289,spit
0.00138374,thrash
0.00132712,curse
0.00132313,rabbi
0.00127699,rend
0.00112404,livingston
0.00111423,emanate
0.00110724,colbert
0.00108142,cablegram
0.00107484,boldness
0.00105301,overdo
0.00103919,bering
0.00103596,dangle
0.000981071,therm
0.00095738,cemetery
0.00093986,anyhow
0.000939818,unction
0.000930527,immaterial
0.000901757,tup
