score,token
0.0875545,territory
0.0566507,demonstration
0.0481541,convention
0.0380895,entry
0.0365074,permanent
0.0323595,va
0.0272367,protest
0.0250262,cincinnati
0.0235364,receipt
0.0225469,custom
0.0218364,art
0.0200303,notify
0.0197443,notification
0.0196939,trust
0.0182529,rep
0.0162705,terminate
0.0158135,square
0.0136247,ohio
0.0115113,entitle
0.0112849,r
0.0101125,violate
0.009716,reagan
0.0093692,thirty
0.00928665,crowd
0.00880977,dent
0.00780502,forecast
0.00758,defence
0.00677603,valid
0.00604019,desegregation
0.0059388,trusteeship
0.00546123,demonstrator
0.00524782,ambition
0.00482655,demo
0.00467714,espouse
0.00459684,endeavor
0.00455243,disciplinary
0.004373,reverend
0.00429651,communal
0.00416792,embarrass
0.00413042,sail
0.00405362,parole
0.00402664,grace
0.00395445,arkansas
0.00395165,punitive
0.00366533,greenland
0.00361876,nominate
0.00351019,tennessee
0.00345833,nerve
0.00333224,oklahoma
0.00326125,reynolds
0.00318545,d.c.
0.00295761,connecticut
0.00292155,contradict
0.00279017,collaborate
0.0027421,malawi
0.00274007,ri
0.00273592,condone
0.00267329,roosevelt
0.00264907,gregory
0.00259093,evers
0.00254149,jersey
0.00232017,sear
0.00231036,eighty
0.00221825,norfolk
0.00211617,incapacitate
0.00211366,hampshire
0.00209912,fourteenth
0.00208535,edgar
0.0020678,assay
0.00205816,marcher
0.00202871,spontaneous
0.00201583,pee
0.0020033,disobedience
0.0019497,stockholm
0.00192969,selma
0.0018866,wane
0.00187262,terry
0.00183339,sympathetically
0.00178419,laredo
0.00172505,hereof
0.00171116,virgin
0.00167545,energetically
0.00165399,scotland
0.00159061,desirous
0.00157306,placard
0.00148478,erie
0.00148257,stadium
0.00145279,nonunion
0.00143887,shaw
0.0014286,forthwith
0.00142421,turnout
0.00142264,applause
0.00139846,petersburg
0.001361,desegregate
0.00132658,pep
0.00132579,tampa
0.00131151,null
0.00129111,equalize
0.00125836,letterhead
0.00125666,monument
