score,token
0.0598722,ed
0.047898,photocopy
0.04636,summit
0.0396152,indonesia
0.0371972,kennedy
0.0356316,telegram
0.0283931,indonesian
0.0275227,classification
0.0267531,waiver
0.0257082,confrontation
0.0250397,pretty
0.0208159,counsel
0.0199847,rally
0.0195661,jones
0.0173374,roc
0.0159464,guy
0.0142348,appraisal
0.012488,malaysia
0.0124815,ade
0.0112948,nod
0.0111008,stewart
0.0102385,asean
0.00945497,door
0.00942106,ram
0.00926952,despatch
0.00904285,bowdler
0.00784844,sb
0.00773017,mike
0.00711136,f
0.00691771,uprise
0.00674838,absolutely
0.00557231,moose
0.00552738,err
0.00532294,revaluation
0.00525431,slip
0.00515565,djakarta
0.00506073,usher
0.00505792,endanger
0.00498183,seaman
0.00495993,proud
0.00473488,suharto
0.00473306,psi
0.00446524,beer
0.00430798,remind
0.00430139,subscription
0.00418448,jakarta
0.00397176,guest
0.00333623,filipino
0.00330525,fet
0.00316566,cocktail
0.00313193,reconcile
0.00309392,wellington
0.00302062,grateful
0.00292998,ploy
0.00291151,honestly
0.00284855,gilbert
0.00273446,morris
0.00265112,seriousness
0.00262255,plenary
0.00258906,reconvene
0.00249619,lei
0.00247588,hastily
0.00243984,sukarno
0.00240492,ebb
0.00240272,smile
0.00236811,expound
0.00230264,carrot
0.00229839,gambit
0.00211985,baby
0.00211915,bandung
0.00208785,assertive
0.00198377,deflect
0.00198094,sabah
0.00195257,iga
0.00192762,fab
0.00190315,spa
0.00182118,catalyst
0.00181945,inflammatory
0.00176913,sere
0.00173454,boot
0.00168141,furious
0.00159583,decontrol
0.00156213,commissar
0.00147591,twat
0.00146594,teak
0.00140704,wrongly
0.00139998,ledger
0.00139143,foremost
0.00139,football
0.00137134,misinterpretation
0.00136601,privy
0.00135074,affirmatively
0.00134775,sarawak
0.00132932,lousy
0.00131459,skeleton
0.00130627,abundantly
0.00129769,domino
0.00129136,disclaim
0.00127637,traditionalist
0.00123207,unwelcome
