collection,date,id,title,topic_score
frus,,frus1944v04d454,"
The American and British
                                    Legations in Sweden to the Swedish
                                    Ministry for Foreign Affairs


",0.147239
frus,,frus1952-54v10d239,No. 239Editorial Note,0.138729
frus,1945-09-25 00:00:00,frus1945v02d18,"
Memorandum by Major John E. Vance, on the Staff of the
                            Commanding General, Manhattan Engineer District (Groves)",0.135398
frus,1944-02-24 21:00:00,frus1944v04d449,"
The Minister in Sweden (
Johnson
) to
                                the Secretary of State

",0.133721
frus,1943-11-20 00:00:00,frus1943v02d729,"
The Secretary of State to
                                the Ambassador in the United Kingdom (
Winant
)",0.130574
frus,1933-04-18 00:00:00,frus1933v02d543,"
The Secretary of
                                        State to the Charge in Sweden (Crocker)
",0.128643
frus,1956-04-12 16:43:00,frus1955-57v01d319,"319. Telegram From the Secretary of State
                            to the Embassy in Vietnam",0.126214
frus,1945-08-17 21:00:00,frus1945v08d608,"
The Ambassador in France (
Caffery
) to
                                the Secretary of State

",0.124088
frus,1943-09-01 20:00:00,frus1943v02d722,"
The Ambassador in the United Kingdom (
Winant
) to the Secretary of
                                State

",0.122697
frus,1952-05-14 11:00:00,frus1952-54v09p1d433,No. 433The Ambassador in Israel (Davis) to the Department of State,0.122533
frus,1943-07-31 16:00:00,frus1943v02d716,"
The Ambassador in the United Kingdom (
Winant
) to the Secretary of
                                State

",0.117942
frus,1948-02-09 00:00:00,frus1945-50Inteld339,"339. Letter From Sherman Kent to Director
                        of Central Intelligence Hillenkoetter",0.116368
frus,1946-03-29 20:00:00,frus1946v11d41,"The Acting Secretary of
                                    State to the Ambassador in Mexico (Messersmith)",0.116328
frus,1947-01-23 00:00:00,frus1945-50Inteld204,"204. Memorandum From the Chief of the Legislative Liaison Division of the
                        Central Intelligence Group (Pforzheimer) to the Director of Central Intelligence
                            (Vandenberg)",0.116305
frus,1952-07-01 00:00:00,frus1952-54v03d57,"
Memorandum by Albert F. Bender,
                                        Jr., of the Mission at the United
                                    Nations
",0.116229
frus,1944-01-18 21:00:00,frus1944v04d441,"
The Ambassador in the United Kingdom (
Winant
) to the Secretary of
                                State

",0.116035
frus,,frus1947v03d82,"
Press Release Issued by the Department
                                            of State, November 17, 1947
",0.112636
frus,1944-11-10 00:00:00,frus1945Maltad71,"
The Director of the Office of European
                                    Affairs (
Dunn
) to the
                                    Under Secretary of State (
Stettinius
)
",0.11236
frus,1976-11-18 00:07:00,frus1969-76ve15p2d120,"120. Telegram 4579 From the Embassy in Canada to the Department of
                                State",0.110626
frus,1945-02-05 00:00:00,frus1945v01d12,"
Memoradum by the Chief of the Division of Eastern
                                European Affairs (
Durbrow
) to the Chief of the
                                Division of International Organization Affairs (
Sandifer
)",0.110267
