collection,date,id,title,topic_score
frus,1941-12-24 00:00:00,frus1941v01d979,"
Memorandum by the Chief of the Special Division
                                (
Green
) to the Assistant Secretary of State (
Long
)",0.162438
frus,1941-12-23 20:00:00,frus1941v01d978,"
The Secretary of State to
                                the Charge in the Soviet Union (
Thurston
)",0.155004
frus,1947-12-07 00:00:00,frus1947v07d374,"
The Consul at Shanghai (
Pilcher
) to the Secretary of State

",0.141979
frus,1945-03-23 00:00:00,frus1945v05d839,"
The Acting Secretary of
                                    State to the Ambassador of the Soviet Union
                                (
Gromyko
)",0.136612
frus,1945-02-01 00:00:00,frus1945v05d830,"
The Acting Secretary of
                                    State to the Charge of the Soviet Union (
Novikov
)",0.135508
frus,,frus1944v05d1139,"
The Department of
                                        State to the Spanish
                                        Embassy

",0.135196
frus,1960-12-02 00:00:00,frus1958-60v19d361,"361. Letter From the Assistant Secretary of State for Far Eastern
                            Affairs (Parsons) to
                            the Ambassador to the Republic of China (Drumright)",0.133958
frus,,frus1969-76ve14p1d76,"76. Telegram 5300 From the Mission in Geneva to the Department of
                            State, July 8, 1975, 1734Z.

",0.133643
frus,1944-01-27 00:00:00,frus1944v05d982,"
The Secretary of
                                        State to the Minister in Switzerland (
Harrison
)",0.133158
frus,1963-09-18 00:00:00,frus1961-63v25d354,"354. Circular Airgram From the Department of
                                State to All Posts",0.131688
frus,1945-01-08 15:00:00,frus1945v06d193,"
The Secretary of
                                        State to the Charge in Switzerland (
Huddle
)",0.130952
frus,1941-12-09 22:00:00,frus1941v01d974,"
The Secretary of State to
                                the Charge in the Soviet Union (
Thurston
)",0.130682
frus,,frus1947v06d269,"
The British Embassy to the
                                    Department of State

",0.130138
frus,1951-12-03 00:00:00,frus1951v07p1d768,"
Memorandum by the Joint Chiefs of
                                    Staff to the Secretary of Defense (
Lovett
)",0.129632
frus,1959-07-30 00:00:00,frus1958-60v08d498,498. Message From Prime Minister Macmillan to President Eisenhower,0.128656
frus,1945-11-27 19:00:00,frus1945Maltad273,"
The Charge in the Soviet Union (
Kennan
) to the Secretary of State

",0.128497
frus,1943-07-06 00:00:00,frus1943v03d871,"
The Secretary of
                                        State to the Minister in Switzerland (
Harrison
)",0.127107
frus,1966-02-04 20:00:00,frus1964-68v08d305,"305. Memorandum From the Acting Special Representative for Trade
                            Negotiations (Roth)
                            to President Johnson

",0.126158
frus,1915-03-11 00:00:00,frus1915Suppd1446,"
The Ambassador in Germany (
Gerard
) to the

Secretary of State

",0.125001
frus,1966-01-26 00:00:00,frus1964-68v04d47,"47. Memorandum From the Executive Secretary of the Department of State
                                (Read) to the
                            President's Special Assistant for National Security Affairs (Bundy)
",0.124354
frus,1944-12-01 00:00:00,frus1944v04d1163,"
Memorandum by the Chief of the Division of Eastern
                                European Affairs (
Bohlen
) to the Secretary of State

",0.124237
frus,1943-01-22 00:00:00,frus1943v03d816,"
Memorandum by the Assistant Chief of the Special
                                    Division (Keeley)
",0.123162
frus,1945-02-09 00:00:00,frus1945v03d324,"
The Secretary of State to
                                the Ambassador in the United Kingdom (
Winant
)",0.122677
frus,1950-10-11 00:00:00,frus1950v06d321,"
Memorandum of Conversation, by Mr. Robert N. Magill
                                of the Office of Chinese Affairs
",0.121105
frus,1981-03-02 00:00:00,frus1981-88v03d24,"24. Memorandum From the Presidents Assistant for National Security
                        Affairs (Allen) to President
                            Reagan",0.120971
frus,,frus1969-76ve14p1d87,"87. Telegram 130497 From the Department of State to All Diplomatic
                            Posts, May 27, 1976, 0057Z.

",0.118459
frus,1951-12-04 00:00:00,frus1951v07p1d771,"
Memorandum by the Deputy Director of the Office of
                                Northeast Asian Affairs (McClurkin)
",0.117906
frus,1948-07-28 00:00:00,frus1948v01p2d202,"
Memorandum of Conversation, by the Chief of the Division
                            of Financial Affairs (Spiegel)",0.117236
frus,1951-12-15 01:18:00,frus1951v07p1d836,"
The Commander in Chief, Far East (
Ridgway
) to the Joint Chiefs of
                                Staff

",0.11706
frus,1949-09-10 00:00:00,frus1949v08d1642,"
The Consul at Shanghai (
McConaughy
) to the Secretary of
                                    State

",0.116696
frus,1942-02-07 00:00:00,frus1942v03d101,"
The Secretary of Embassy in Charge at Moscow
                                (
Thompson
)
                                to the Secretary of
                                State

",0.116311
frus,1959-07-27 00:00:00,frus1958-60v08d485,485. Memorandum of Conference With President Eisenhower,0.115853
frus,1945-03-10 00:00:00,frus1945v06d204,"
The Acting Secretary of
                                        State to the Counselor of the British Embassy
                                    (
Makins
)",0.115542
frus,1958-11-06 00:00:00,frus1958-60v10p2d57,57. Memorandum of Conversation,0.11456
frus,1955-02-25 17:00:00,frus1955-57v02d129,"129. Telegram From the Secretary of State
                            to the Department of State",0.11354
frus,1971-03-12 10:00:00,frus1969-76v05d337,"337. Telegram From the Consulate General in Hong
                                Kong to the Department of
                                State
",0.1135
frus,1959-10-20 00:00:00,frus1958-60v09d29,29. Memorandum of Conversation,0.113408
frus,1944-11-27 19:00:00,frus1944v04d1162,"
The Charge in the Soviet Union (
Kennan
) to the Secretary of
                                State

",0.113211
frus,,frus1977-80v13d135,"135. Memorandum of Conversation
",0.112855
frus,1943-04-17 00:00:00,frus1943v03d278,"
Communique of the Minister of National Defense
                                    of the Polish Government in Exile, at London

",0.112626
frus,1943-01-04 00:00:00,frus1943v03d810,"
The Secretary of
                                        State to the Minister in Switzerland (
Harrison
)",0.112428
frus,1941-11-26 11:00:00,frus1941v01d972,"
The Charge in the Soviet Union (
Thurston
) to the Secretary of
                                State

",0.111203
frus,1944-01-27 00:00:00,frus1944v05d981,"
The Secretary of
                                        State to the Minister in Switzerland (
Harrison
)",0.110559
frus,1953-01-19 00:00:00,frus1952-54v15p1d374,The Secretary of Defense (Lovett) to the Secretary of State,0.110048
frus,1941-11-07 22:00:00,frus1941v01d967,"
The Secretary of State to
                                the Ambassador in the Soviet Union (
Steinhardt
)",0.109891
frus,1967-12-29 00:00:00,frus1964-68v05d450,450. Memorandum From the President's Special Assistant (Rostow) to President Johnson,0.109198
frus,1945-05-07 19:00:00,frus1945v06d212,"
The Acting Secretary of
                                        State to the Minister in Switzerland (
Harrison
)",0.108985
frus,1974-11-26 00:00:00,frus1969-76v18d94,"94. Memorandum of Conversation
",0.108951
frus,1959-10-16 00:00:00,frus1958-60v09d26,26. Memorandum of Conference With President Eisenhower,0.108788
frus,1945-05-12 00:00:00,frus1945v05d848,"
The Acting Secretary of
                                    State to the Secretary of the Navy (
Forrestal
)
",0.108572
frus,1944-10-19 00:00:00,frus1944v04d1156,"
Memorandum of Conversation, by the Chief of the
                                Division of Eastern European Affairs (Bohlen)",0.107202
frus,1944-09-11 00:00:00,frus1944v05d1013,"
The Minister in Switzerland (
Harrison
) to the Secretary of
                                    State

",0.106777
frus,1936-07-03 00:00:00,frus1936v05d53,"The American Delegate (Braden) to
                                the Secretary of State",0.106238
frus,1952-08-05 00:00:00,frus1952-54v15p1d242,"Memorandum by the Director of the Office of
                                Northeast Asian Affairs (Young) to the Deputy Assistant Secretary of State
                                for Far Eastern Affairs (Johnson)",0.106065
frus,1948-07-19 00:00:00,frus1948v06d572,"
Note by the Secretary General of the Far Eastern
                                    Commission (Johnson)",0.105934
frus,1967-11-20 15:25:00,frus1964-68v05d406,"406. Telegram From the Deputy Ambassador to Vietnam (Locke) to the President's
                            Special Assistant (Rostow), Secretary of
                            State Rusk, Secretary of Defense
                                McNamara, and Director of
                            Central Intelligence Helms",0.105043
frus,1943-12-24 00:00:00,frus1943Chinad316,"
The Ambassador in China (
Gauss
) to the Secretary of State

",0.104991
frus,,frus1969-76ve14p1d84,"84. Telegram 17055 From the Department of State to All Diplomatic and
                            Consular Posts, January 23, 1976,
                                0326Z.

",0.104939
frus,1945-08-01 10:00:00,frus1945v06d246,"
The Minister in Switzerland (
Harrison
) to the Secretary of
                                    State

",0.104535
frus,1948-10-29 00:00:00,frus1948v06d600,"
The Acting Political Adviser in Japan
                                    (
Sebald
) to the Secretary of
                                        State

",0.104168
frus,,frus1945v06d249,"
The Department of
                                        State to the Spanish
                                        Embassy


",0.1031
frus,1943-04-07 00:00:00,frus1943v03d845,"
The Minister in Switzerland (
Harrison
) to the Secretary of
                                    State

",0.102942
frus,1945-05-04 19:00:00,frus1945v06d211,"
The Acting Secretary of
                                        State to the Minister in Switzerland (
Harrison
)",0.102942
frus,1955-05-18 00:00:00,frus1955-57v02d251,"251. Letter From the Secretary of State to
                            the President",0.102941
frus,1952-10-08 16:48:00,frus1952-54v15p1d286,"The Commander in Chief, Far East (Clark) to the Joint Chiefs of Staff",0.102651
frus,1915-03-30 00:00:00,frus1915Suppd1453,"
The Ambassador in Great Britain (
Page
) to the

Secretary of State

",0.102493
frus,1955-11-17 15:00:00,frus1955-57v03d101,101. Telegram From the Ambassador in the Republic of China (Rankin) to the Department of State,0.102363
frus,1951-11-23 00:00:00,frus1951v07p1d736,"
The Acting Secretary of Defense (
Foster
) to the Secretary of
                                State

",0.102044
frus,1945-12-04 00:00:00,frus1945v06d717,"
The Legal Adviser (
Hachworth
) to the Solicitor General (
McGrath
)",0.102042
frus,1973-10-03 12:00:00,frus1969-76v18d53,"53. Notes on a Conversation Between Secretary of State Kissinger and the Ambassador
                            to the Republic of China (McConaughy)
",0.101912
frus,1959-06-25 00:00:00,frus1958-60v08d419,419. Memorandum of Conversation,0.101815
frus,1965-10-13 20:30:00,frus1964-68v03d167,"167. Telegram From the Department of State
                            to the Embassy in Vietnam

",0.10145
frus,1947-12-17 00:00:00,frus1947v07d377,"
The Consul General at Taipei (
Krentz
) to the Secretary of State

",0.101286
frus,1942-07-15 18:00:00,frus1942v02d73,"
The Secretary of State to
                                the Minister in Finland (
Schoenfeld
)",0.101125
frus,1978-12-30 00:14:00,frus1977-80v13d183,"183. Telegram From the U.S. Pacific Command to the Department of State
                            and the White House
",0.10056
frus,1945-03-16 00:00:00,frus1945v06d205,"
The Secretary of
                                        State to the Minister in Switzerland (
Harrison
)",0.100529
frus,1959-07-29 00:00:00,frus1958-60v08d493,493. Letter From President Eisenhower to Prime Minister Macmillan,0.100479
frus,1959-11-14 17:36:00,frus1958-60v09d40,"40. Telegram From the Department of State
                            to the Embassy in France",0.100002
frus,1945-03-09 20:00:00,frus1945v06d203,"
The Acting Secretary of
                                        State to the Minister in Switzerland (
Harrison
)",0.100001
frus,1914-12-11 00:00:00,frus1915Suppd1432,"
The Ambassador in Great Britain (
Page
) to the

Secretary of State

",0.0990177
frus,1947-11-05 00:00:00,frus1947v07d371,"
The Ambassador in China (
Stuart
) to the Secretary of State

",0.0989256
frus,1980-07-21 08:06:00,frus1977-80v13d314,"314. Telegram From the Taipei Office of the American Institute in
                            Taiwan to the Washington Office of the American Institute in Taiwan
",0.0988167
frus,1981-01-02 00:00:00,frus1977-80v03d252,"252. Report Prepared by the Special Representative for Economic Summits
                            (Owen)",0.0981327
frus,1979-03-16 05:54:00,frus1977-80v13d230,"230. Telegram From the Embassy in China to the Department of
                                State
",0.0981312
frus,1965-10-20 16:40:00,frus1964-68v03d173,"173. Telegram From the Embassy in Vietnam
                            to the Department of State

",0.0979859
frus,1967-05-11 00:00:00,frus1964-68v30d261,"261. Memorandum of Conversation
",0.0978267
frus,1934-11-15 00:00:00,frus1934v03d743,"Memorandum by the Third Secretary of Embassy in
                                Japan (Hughes)",0.0975613
frus,1957-05-15 13:00:00,frus1955-57v03d251,"251. Telegram From Ambassador U. Alexis Johnson to the Department of
                                State",0.0974143
frus,1945-06-07 00:00:00,frus1945v06d221,"
The Minister in Switzerland (
Harrison
) to the Secretary of
                                    State

",0.0971335
frus,1942-11-18 17:00:00,frus1942v01d740,"The Ambassador in the United Kingdom
                                    (Winant)
                                    to the Secretary of
                                        State",0.0968188
frus,1950-09-01 00:00:00,frus1950v02d313,"
Position Paper Prepared in the Department of
                                    State
",0.096659
frus,,frus1958-60v09d133,133. Paper Prepared in the Department of State,0.0963041
frus,1944-01-12 18:00:00,frus1944v04d1089,"
The Ambassador in the United Kingdom (
Winant
) to the Secretary of
                                State

",0.0959602
frus,,frus1949v05d221,"
Editorial Note
",0.0951356
frus,1959-11-27 00:00:00,frus1958-60v09d44,44. Memorandum of Conversation,0.0951041
frus,1953-06-22 00:00:00,frus1952-54v15p2d624,"Memorandum of Conversation, by the Deputy Assistant
                                Secretary of State for Far Eastern Affairs (Johnson)",0.0946767
frus,1937-12-08 00:00:00,frus1937v02d499,"The Charge in Egypt (Morris) to the Chief of the Division of Near Eastern Affairs
                                    (Murray)",0.0946517
frus,1980-07-09 22:39:00,frus1969-76v37d276,"276. Telegram From the Department of State to All Diplomatic and Consular
                            Posts",0.0946291
frus,1946-11-26 00:00:00,frus1946v06d453,"Report Prepared by Mr. Charles E. Hulick, Jr., on
                                the Staff of the Representative in Rumania (Berry)",0.0946146
frus,1959-10-09 12:29:00,frus1958-60v09d24,"24. Telegram From the Department of State
                            to the Embassy in the United Kingdom",0.0945948
