collection,date,id,title,topic_score
frus,1933-01-23 00:00:00,frus1933v04d406,"The Colombian Minister (Lozano) to
                                the Secretary of State",0.195654
frus,1939-05-19 00:00:00,frus1939v04d647,"Memorandum of Conversation, by Mr. Henry S.
                                    Villard of the Division of Near Eastern Affairs",0.186258
frus,1933-03-31 00:00:00,frus1933v04d618,"The Ambassador in Peru (Dearing) to
                                the Secretary of State",0.179606
frus,1933-02-15 18:00:00,frus1933v04d509,"The Secretary of State to
                                the Minister in Colombia (Caffery)",0.178808
frus,1940-09-30 00:00:00,frus1940v03d697,"
Memorandum of Conversation, by Mr. Henry S.
                                    Villard of the Division of Near Eastern Affairs
",0.174851
frus,1956-01-06 22:00:00,frus1955-57v18d136,"136. Telegram From the Embassy in Liberia
                            to the Department of State",0.173686
frus,1936-12-11 00:00:00,frus1936v03d497,"Memorandum by Mr. Hugh S. Cumming, Jr., of the
                                Division of Western European Affairs",0.17304
frus,1950-09-27 00:00:00,frus1950v05d936,"
The Acting Secretary of
                                        State to the Secretary of Defense (
Marshall
)",0.16859
frus,1936-12-21 00:00:00,frus1936v05d103,"The Chief of the Division of Latin American
                                Affairs (Duggan) to the Assistant
                                Secretary of State (Welles)",0.166199
frus,1933-01-25 00:00:00,frus1933v04d411,"The Secretary of State to
                                the Peruvian Minister for Foreign Affairs (Manzanilla)",0.164814
frus,1942-08-28 00:00:00,frus1942v04d472,"
The Secretary of State to
                                President Roosevelt

",0.160197
frus,1939-06-05 19:00:00,frus1939v04d653,"The Secretary of
                                        State to the Minister in Liberia (Walton)",0.158832
frus,1959-04-24 00:00:00,frus1958-60v14d316,316. Memorandum of Conversation,0.158419
frus,1939-05-17 21:00:00,frus1939v04d646,"The Minister in Liberia (Walton) to the Secretary of
                                    State",0.15808
frus,1948-12-04 00:00:00,frus1948v09d247,"
The Ambassador in Bolivia (
Flack
) to the Secretary of
                                State

",0.156144
frus,1943-01-22 00:00:00,frus1943v04d735,"
Memorandum of Conversation, by the Assistant Chief
                                of the Division of Near Eastern Affairs (Villard)",0.154793
frus,1939-04-18 00:00:00,frus1939v04d632,"Memorandum of Conversation, by the Chief of the
                                    Division of Near Eastern Affairs (Murray)",0.154363
frus,1957-03-08 00:00:00,frus1955-57v18d140,"140. Memorandum of a Conversation, U.S. Embassy, Monrovia, March 8,
                                1957",0.152625
frus,,frus1933v04d535,"The Peruvian Embassy to
                                the Department of State",0.152396
frus,1932-10-31 00:00:00,frus1932v05d293,"
Memorandum by the Assistant Secretary of State
                                    (White)
",0.152345
frus,1963-05-01 09:30:00,frus1961-63v21d266,266. Memorandum of Conversation,0.151508
frus,,frus1950v05d933,"
The Liberian Charge (
Bright
) to the Secretary of
                                        State


",0.151166
frus,1932-11-16 18:00:00,frus1932v05d299,"
The Secretary of State to
                                the Minister in Colombia (Caffery)
",0.15
frus,1948-10-08 00:00:00,frus1948v09d324,"
Memorandum of Conversation, by Mr. Albert H.
                                Gerberich of the Division of North and West Coast
                            Affairs
",0.149207
frus,1950-01-13 09:00:00,frus1950v05d921,"
The Ambassador in Liberia (
Dudley
) to the Secretary of
                                        State

",0.148827
frus,1956-01-05 00:00:00,frus1955-57v18d135,"135. Memorandum of a Conversation Between the Ambassador in Liberia
                                (Jones) and
                            President Tubman,
                            Monrovia, January 5, 1956",0.148811
frus,1938-09-22 19:00:00,frus1938v02d697,"The Secretary of
                                        State to the Minister in Liberia (Walton)",0.145841
frus,1943-06-01 00:00:00,frus1943v04d706,"
Memorandum of Conversation, by the Assistant Chief
                                of the Division of Near Eastern Affairs (Villard)",0.145839
frus,1954-10-29 00:00:00,frus1952-54v11p1d246,"Memorandum of Conversation, by Alexander J. Davit of the
                                    Office of African Affairs",0.145132
frus,1932-10-14 00:00:00,frus1932v05d290,"
Memorandum by the Assistant Secretary of State
                                    (White)
",0.142858
frus,1953-11-04 00:00:00,frus1952-54v04d163,"
Memorandum of Conversation, by William P.
                                    Hudson of the Office of South American
                            Affairs
",0.142545
frus,1959-06-24 11:00:00,frus1958-60v14d319,"319. Telegram From the Embassy in Guinea to
                            the Department of State",0.141794
frus,1940-10-09 00:00:00,frus1940v03d698,"
Memorandum of Conversation, by Mr. Stephen
                                    Latchford of the Division of International
                                Communications
",0.140818
frus,1939-07-21 00:00:00,frus1939v05d193,"
The Minister in Ecuador (
Long
) to the Secretary of
                                    State

",0.139943
frus,1933-08-16 00:00:00,frus1933v02d702,"
The Under Secretary of State (Phillips) to President Roosevelt

",0.13992
frus,1933-01-31 16:00:00,frus1933v02d673,"
The Secretary of
                                        State to the Minister in Switzerland (Wilson), at Geneva
",0.139861
frus,1941-05-28 14:00:00,frus1941v03d544,"The Secretary of
                                        State to the Ambassador in the United Kingdom
                                    (Winant)",0.139679
frus,1941-05-13 00:00:00,frus1941v03d541,"
Memorandum of Conversation, by Mr. Henry S.
                                    Villard and Mr. Charles W. Lewis, Jr., of the Division of Near
                                    Eastern Affairs
",0.139429
frus,1941-06-04 00:00:00,frus1941v03d545,"
Memorandum of Conversation, by Mr. Charles W.
                                    Lewis, Jr., of the Division of Near Eastern Affairs
",0.139396
frus,1951-06-27 00:00:00,frus1951v02d690,"
Memorandum of Conversation, by Mr. William P.
                                    Hudson of the Office of South American Affairs
",0.139305
frus,1940-12-16 00:00:00,frus1940v05d605,"The President of the Standard Oil Company of New
                                Jersey (Farish) to the Under Secretary of
                                State (Welles)",0.139028
frus,1950-02-16 00:00:00,frus1950v05d925,"
Memorandum by the Director of the Office of
                                    African and Near Eastern Affairs (
Berry
) to the Assistant Secretary of State
                                    for Near Eastern, South Asian, and African Affairs
                                    (
McGhee
)",0.138906
frus,1942-08-14 00:00:00,frus1942v05d565,"The Bolivian Minister of Finance (Espada) and the Bolivian Minister of National Economy
                                    (Crespo Gutierrez)
                                to the Secretary of
                                State",0.138729
frus,1952-12-31 00:00:00,frus1952-54v09p2d1059,"No. 1059Memorandum of Telephone Conversation, by the Special Assistant to
                                    the Secretary of State (Kitchen)",0.138686
frus,1934-06-12 00:00:00,frus1934v02d684,"The British Ambassador (Lindsay) to the Secretary of
                                    State",0.138618
frus,1943-02-05 00:00:00,frus1943v05d553,"The Secretary of State to
                                the Chairman of the Joint United StatesBolivian Labor Mission
                                (Magruder)",0.138555
frus,1960-10-20 17:00:00,frus1958-60v14d36,"36. Telegram From the Embassy in Senegal to the
                            Department of State Dakar, October 20, 1960, 5
                            p.m.",0.138321
frus,1949-11-18 15:05:00,frus1949v02d379,"
The Secretary of State
                                    to the Diplomatic Mission in the American
                                        Republics

",0.13816
frus,,frus1969-76ve10d81,"81. Telegram 178650 From the Department of State to the Embassy in
                            Bolivia, Washington, October 22, 1969, 0147Z.

",0.138121
