collection,date,id,title,topic_score
frus,1957-06-18 00:00:00,frus1955-57v23p1d180,"180. Memorandum From the Legal Adviser of the Department of State
                                (Becker) to the
                            Assistant Secretary of State for Far Eastern Affairs (Robertson)",0.244125
frus,,frus1944v01d880,"
Document No. C.50(1), 30 September, 1944: Draft
                            Convention for the Establishment of a United Nations War Crimes
                            Court

",0.194972
frus,1944-10-19 00:00:00,frus1944v01d891,"
The American Representative on the United Nations War
                            Crimes Commission (
Pell
) to the Secretary of State

",0.178043
frus,1948-03-05 00:00:00,frus1948v01p1d157,"
United States Mission Working Paper
",0.172044
frus,1945-04-23 00:00:00,frus1945v01d171,"
Memorandum by the Secretary of
                                    State to President Truman

",0.164475
frus,1944-02-29 00:00:00,frus1944v01d827,"
The American Representative on the United Nations War
                            Crimes Commission (
Pell
) to the Secretary of State

",0.160842
frus,,frus1946v04d93,,0.160804
frus,,frus1945v01d193,"
Minutes of the Twenty-Third Meeting of the United
                                States Delegation, Held at San Francisco, Monday, April 30, 1945,
                                9:30 a.m.
",0.159177
frus,1937-03-26 15:00:00,frus1937v02d485,"The Minister in Egypt (Fish) to the Secretary of
                                    State",0.154591
frus,1915-07-31 23:55:00,frus1915Suppd722,"
The Ambassador in Great Britain (
Page
) to the Secretary of
                                        State

",0.151563
frus,1934-10-13 00:00:00,frus1935v01d433,"
Memorandum by the Chief of the Division of Near
                                    Eastern Affairs (Murray)",0.149078
frus,1937-02-03 13:00:00,frus1937v02d474,"The Minister in Egypt (Fish) to the Secretary of
                                    State",0.147912
frus,1954-12-08 00:00:00,frus1952-54v11p1d91,"The Secretary of
                                        State to the Legation at
                                        Tangier",0.144499
frus,1948-05-21 00:00:00,frus1948v07d195,"
The Consul General at Hong Kong (
McKenna
) to the Ambassador in China
                                (
Stuart
)
",0.143325
frus,1956-09-12 17:20:00,frus1955-57v16d213,"213. Memorandum of a Telephone Conversation Between the British
                                Ambassador (Makins) and the
                                Secretary of State",0.14094
frus,,frus1945v01d199,"
Minutes of the Twenty-Fifth Meeting of the United
                                States Delegation, Held at San Francisco, Wednesday, May 2, 1945, 9
                                a.m.
",0.139947
frus,1957-05-25 00:00:00,frus1955-57v23p1d157,"157. Memorandum of Telephone Conversations Between the Secretary of
                            State and the Assistant Secretary of State for Far Eastern Affairs
                                (Robertson), Washington, May
                            25, 1957",0.13973
frus,1944-05-02 00:00:00,frus1944v01d834,"
The American Representative on the United Nations War
                            Crimes Commission (
Pell
) to the Secretary of State

",0.138523
frus,1957-06-19 14:56:00,frus1955-57v23p1d184,"184. Memorandum of a Telephone Conversation Between the Secretary of
                            State and the Attorney General (Brownell), Washington, June 19, 1957, 2:56 p.m.",0.138212
frus,1957-06-19 00:00:00,frus1955-57v23p1d181,"181. Memorandum of a Conversation, Washington, June 19, 1957",0.137963
frus,1935-08-26 00:00:00,frus1935v01d432,"
The Secretary of
                                        State to Messrs. Alexander and Green of New
                                    York
",0.137822
frus,1949-02-08 20:00:00,frus1949v03d18,"
The Ambassador in the United Kingdom
                                    (
Douglas
) to the Secretary of
                                        State

",0.136987
frus,1944-09-27 00:00:00,frus1944v01d877,"
The American Representative on the United Nations War
                            Crimes Commission (
Pell
) to the Secretary of State

",0.135715
frus,1946-08-28 00:00:00,frus1946v08d244,"Memorandum by the Assistant Secretary of State
                                (Hilldring)
                                to the United States Member on the Far Eastern
                                Commission (McCoy)",0.133929
frus,,frus1955-57v17d73,"73. Memorandum of Telephone Conversations Between the Secretary of State in Washington and the
                                Representative at the United Nations (Lodge) in New York, February 10, 1957,
                                11:30 a.m. and 12:30 p.m.",0.132869
frus,1957-05-25 00:00:00,frus1955-57v23p1d158,"158. Draft Memorandum for the President Prepared in the Department of
                                State",0.131256
frus,,frus1945v08d1168,"
The British Embassy to
                                the Department of State

",0.130736
frus,1957-05-20 00:00:00,frus1955-57v23p1d137,"137. Memorandum From the Assistant Secretary of State for Far Eastern
                            Affairs (Robertson)
                            to the Secretary of State",0.130595
frus,1949-11-25 15:00:00,frus1949v08d692,"
The Charge in China (
Strong
) to the Secretary of
                                    State

",0.129871
frus,1949-03-25 19:00:00,frus1949v03d32,"
The Secretary of State
                                    to the Embassy in the United Kingdom

",0.129344
frus,1949-01-29 19:00:00,frus1949v03d13,"
The Charge in the United Kingdom (
Holmes
) to the Secretary of
                                        State

",0.129246
frus,,frus1916Suppd1031,"
Rules of April 17, 1916, governing the granting and issuing of passports in the United States
",0.129192
frus,,frus1945v06d726,"
The Department of
                                            State to the Australian
                                            Legation


",0.128835
frus,1957-06-10 00:00:00,frus1955-57v23p1d171,"171. Memorandum From the Deputy Under Secretary of State for Political
                            Affairs (Murphy) to
                            the Secretary of State",0.127643
frus,1957-06-19 11:00:00,frus1955-57v23p1d182,"182. Memorandum of a Conversation, Presidents Guest House,
                            Washington, June 19, 1957, 11 a.m.",0.127501
frus,1946-01-19 13:00:00,frus1946v08d303,"The Acting Secretary of
                                    State to the Charge in the Soviet Union (Kennan)",0.127154
frus,1949-01-17 23:00:00,frus1949v03d3,"
The Charge in the United Kingdom (
Holmes
) to the Acting
                                        Secretary of State

",0.126985
frus,1957-06-21 17:19:00,frus1955-57v23p1d195,"195. Memorandum of a Telephone Conversation Between the Secretary of
                            State and the Solicitor General (Rankin), Washington, June 21, 1957, 5:19 p.m.",0.126537
frus,,frus1955-57v17d145,"145. Memorandum of a Telephone Conversation Between the Secretary of State in Washington and the
                                Representative at the United Nations (Lodge) in New York, February 24, 1957, 7:02
                                    p.m.",0.125
frus,,frus1915Suppd1289,"
Rule of December 17, 1915, governing the granting and
                                issuing of puss ports in the United States
",0.124508
frus,,frus1969-76ve03d186,"186. Telegram 11441 From the Embassy in Mexico to the Department of
                            State, December 30, 1975,
                                2351Z.

",0.124225
frus,1945-03-24 00:00:00,frus1945v01d94,"
The Acting Secretary of
                                    State to Certain Diplomatic
                                    Representatives


",0.122449
frus,1940-09-12 14:00:00,frus1940v04d868,"The Consul at Shanghai (Butrick) to the Secretary of
                                    State",0.121955
frus,1946-04-04 00:00:00,frus1946v08d334,"The Secretary General of the Far Eastern
                                Commission (Johnson) to the Secretary of State",0.121561
frus,1946-04-17 00:00:00,frus1946v01d189,"
The Secretary of State to
                                the United States Representative at the United Nations
                                (
Stettinius
)",0.12152
frus,1916-04-10 00:00:00,frus1916Suppd478,"
The Consul General at London (
Skinner
) to the Secretary of State

",0.121474
frus,1941-07-26 13:00:00,frus1941v05d940,"
The Consul General at Shanghai (
Lockhart
) to the Secretary of
                                State

",0.120694
frus,1952-05-26 00:00:00,frus1952-54v07p1d53,"No. 53Convention on the Rights and Obligations of Foreign
                  Forces and Their Members in the Federal Republic of Germany",0.120569
frus,1961-07-01 10:46:00,frus1961-63v07d39,"39. Memorandum of Telephone Conversation Between Secretary of State
                            Rusk and Dean Acheson",0.120568
frus,1940-11-07 19:00:00,frus1940v04d891,"The Consul General at Shanghai (Lockhart) to the Secretary of
                                    State",0.120254
frus,1950-01-20 16:07:00,frus1950v02d116,"
The United States Representative at the United
                                Nations (
Austin
) to the Secretary of
                                    State

",0.120219
frus,1948-08-05 19:00:00,frus1948v04d426,"
The Secretary of State to
                                the Embassy in Yugoslavia

",0.120016
