score,token
0.0974369,angola
0.0754699,collection
0.0502777,reorganization
0.0462671,cable
0.0322194,portuguese
0.0317432,ongoing
0.025608,angolan
0.0251903,zaire
0.0196539,fish
0.0177069,directorate
0.0167811,super
0.015283,observance
0.0150991,carlos
0.0148988,detect
0.0121511,violate
0.0106945,glad
0.0104705,murder
0.0103749,accordingly
0.0100036,emperor
0.00904214,bright
0.00834834,geographical
0.00818167,wrap
0.00778682,capitalize
0.00729001,load
0.00719563,evolutionary
0.00694204,expedite
0.00676763,discreet
0.00676661,detection
0.00634043,invoke
0.00626248,inducement
0.00605089,eventual
0.00586616,lisbon
0.00585848,diversion
0.00572478,investigate
0.00525319,outlet
0.00522773,innovation
0.00515217,absolute
0.00513336,mindful
0.0047649,misinterpret
0.00474667,nautical
0.0046937,headline
0.00466771,jar
0.00464311,unidentified
0.00450177,sad
0.00442189,impinge
0.00415934,unfounded
0.00390408,staunch
0.00360739,unequivocally
0.00357574,strenuous
0.00341387,thorough
0.00339458,sensor
0.00326416,binder
0.00310531,fraction
0.0030665,twist
0.00303502,debrief
0.00273466,dissatisfaction
0.00267679,cob
0.00264987,afterward
0.00255153,sideline
0.00253253,chimney
0.00249486,inadvertent
0.00233558,spiegel
0.00227221,fisherman
0.00225254,gudgeon
0.00220642,bud
0.0021369,abbreviate
0.00209777,elder
0.00198629,severance
0.00197022,privy
0.0019072,overfly
0.00187355,calibrate
0.00186786,hello
0.00185149,monologue
0.00177939,hopper
0.00171563,disciplinary
0.00170974,unmistakable
0.00170093,shrine
0.00169674,rampant
0.00166445,dismal
0.00160519,anomalous
0.00142611,politely
0.0014171,confide
0.00137615,allotment
0.00137476,holocaust
0.00137372,helen
0.00134579,elint
0.00129527,galbraith
0.00124705,angel
0.00118487,tunney
0.0011187,fry
0.00111672,hubbard
0.00110179,magnanimity
0.00108906,messenger
0.00107705,msc
0.00102979,unavoidably
0.000997071,agitation
0.000893911,highland
0.000853443,conspirator
0.000843001,brew
0.000834814,blockage
