score,token
0.138685,african
0.0907058,thing
0.053166,christopher
0.0490423,open
0.0421576,thatcher
0.033634,turn
0.0280105,summary
0.0269869,bad
0.021431,hungary
0.0180521,explore
0.0174837,rise
0.0165033,maybe
0.0160873,push
0.0142016,sophisticate
0.0141994,zimbabwe
0.0139587,extremely
0.0118795,cooper
0.0114059,f
0.0112805,woodcock
0.00794342,remember
0.007639,shortage
0.00759323,airlift
0.00701411,tunisia
0.0068265,undermine
0.00663889,distort
0.00659077,entirely
0.0059687,throw
0.00595231,engine
0.00592296,bw
0.00586208,fast
0.00569787,arrow
0.00567487,fine
0.00537707,track
0.00531525,periodically
0.00521869,sorry
0.00487861,dramatically
0.00457977,nomination
0.00453845,placement
0.00433464,reversal
0.00423761,exactly
0.00422086,suppose
0.00404129,yeah
0.00402338,somebody
0.00391284,eleven
0.00384685,charles
0.00363557,bicentennial
0.00363171,familiar
0.00346264,tunisian
0.00327806,probe
0.00325342,racism
0.0031405,crack
0.0031272,poorly
0.00307823,interlocutor
0.00306423,profoundly
0.0029828,foremost
0.0029554,comparative
0.0028954,prestige
0.00281982,equation
0.00279452,inconclusive
0.00262804,absorb
0.00251627,vast
0.00248983,adamant
0.00235942,tunnel
0.0023056,foresee
0.00230047,pat
0.00220176,attendant
0.00219602,drawback
0.00212078,solidify
0.0021056,squarely
0.00205357,scatter
0.0020514,naive
0.00195258,jr
0.00186295,nancy
0.0018386,resemble
0.00166704,battlefield
0.00162341,log
0.00161536,escalate
0.00160497,racist
0.00158619,arthur
0.00148816,creativity
0.00141069,deceive
0.00138702,montgomery
0.00138056,wonderful
0.00137689,railroad
0.00136066,breathe
0.00126405,disrupt
0.00126285,advantageous
0.00126196,eradicate
0.00124654,argumentation
0.00123578,opposite
0.00121308,incidentally
0.00117053,defector
0.00115616,disillusion
0.00108958,distinctly
0.0010552,insufficient
0.00105152,reconstruct
0.000976357,bland
0.000966538,hastily
0.000951631,punch
0.000944852,booster
