score,token
0.0971798,serious
0.0808504,allow
0.0659664,implement
0.0568626,favor
0.0367582,successful
0.0361409,capital
0.029107,assume
0.0284662,seriously
0.0261383,spirit
0.0248793,due
0.0246955,kampuchea
0.020198,otherwise
0.0194446,cambodia
0.0186039,indochina
0.0184358,destroy
0.0177756,lao
0.0175456,arrange
0.017111,shipment
0.0161194,reciprocity
0.0147129,modernize
0.0140919,suspend
0.0132834,discrimination
0.0108042,productivity
0.0104145,implicit
0.0098852,troublesome
0.00958012,instability
0.00786044,partly
0.00760933,workable
0.00721878,disruptive
0.00674103,remarkable
0.00570423,saigon
0.00566119,khmer
0.00529801,cambodian
0.00483407,reciprocal
0.00463681,solid
0.00461896,circumvent
0.00434017,reexamine
0.00350629,increment
0.0032649,convenient
0.00305616,tolerable
0.00281612,nw
0.00278382,deliberate
0.00275914,unavailable
0.00267957,correlation
0.0025751,interact
0.0025615,belgium
0.00214099,vientiane
0.00199057,kampuchean
0.00186788,omission
0.00170001,likewise
0.00162564,residue
0.0015763,problematical
0.0014879,arduous
0.00146175,embarrassment
0.00125044,orchestration
0.00118473,inequity
0.00103609,noel
0.000908339,maine
0.000895849,lucrative
0.000891356,sequential
0.000889137,goodman
0.000873438,defective
0.000852736,outmaneuver
0.000804054,fragility
0.000770315,unanticipated
0.000728645,hassle
0.000676694,langley
0.000665926,trumpet
0.000573519,cloudy
0.000554304,k
0.000532902,unsavory
0.000478505,nebulous
0.000474574,resurgent
0.000471126,penn
0.00046706,indemnification
0.000456438,sanity
0.000416242,intruder
0.000414291,hobble
0.000397899,quagmire
0.000396144,impute
0.00038688,dis
0.000383108,mock
0.00035714,snide
0.000354636,adversity
0.000345137,intuitive
0.000322594,glue
0.000316546,chary
0.000308617,alarmingly
0.000294156,ignominious
0.000293097,superhuman
0.000288275,patio
0.000286435,retrench
0.00027463,canny
0.000268402,tangential
0.000260774,thoroughgoing
0.000251591,agility
0.000231306,enumeration
0.000225519,armour
0.0002071,nonproductive
0.000197831,seam
