score,token
0.146741,vote
0.0820794,board
0.0622676,minority
0.0571663,confidence
0.0503473,local
0.04438,life
0.0389226,substantive
0.0285824,home
0.0228867,stance
0.022731,portion
0.0202353,suspension
0.0190351,bib
0.0160979,persuade
0.0158823,wheat
0.0132413,voluntary
0.0121,resist
0.010872,stabilization
0.0100341,fundamentally
0.00938148,abstain
0.00938124,reputation
0.00830206,creative
0.00802731,legitimacy
0.00792851,moore
0.00762617,forcefully
0.00738865,stake
0.00686273,penalty
0.00611273,unstable
0.00580636,cutback
0.00565803,endowment
0.00452403,merge
0.00444158,tag
0.00394378,degradation
0.00352266,norway
0.0034915,motif
0.00347236,cast
0.00347067,abstention
0.00346579,divert
0.00345915,deficient
0.00337334,remarkably
0.00337245,illinois
0.00324842,cutler
0.00301886,index
0.00295148,conspiracy
0.00276495,compose
0.00272087,fabric
0.0025985,lengthy
0.00233952,externally
0.00231258,pernicious
0.00226539,unanimous
0.00225839,deprive
0.00224711,odd
0.00222512,deplete
0.00205076,inertia
0.00199514,distinct
0.00184631,kremlin
0.0018417,theatre
0.00182616,preventive
0.00180153,scapegoat
0.00176461,blur
0.00168629,ticket
0.00156929,clamor
0.00155563,ukraine
0.00150469,adjournment
0.00141117,gently
0.00135454,bridgetown
0.00131207,redo
0.00127895,dietrich
0.00121466,hike
0.00119198,redound
0.00116098,nordic
0.00109987,devolution
0.00107767,bye
0.00106408,flour
0.00102704,saddle
0.00087103,ashamed
0.000869921,sop
0.000853109,goldman
0.000828411,unconditional
0.000706108,prickly
0.000667549,honorably
0.00066274,bedrock
0.000554549,spokesperson
0.000510543,stuart
0.000503982,springboard
0.000479235,deliberative
0.000477647,liar
0.00045755,idiot
0.00044551,iq
0.00044099,irrigate
0.000408202,juxtapose
0.000404856,blackout
0.000396611,arithmetic
0.000339673,nay
0.000322767,prat
0.000273707,estonian
0.000257438,byelorussia
0.000221024,flashy
0.000218542,macao
0.000215717,parsimony
0.000206024,cockpit
