score,token
0.173804,country
0.113751,off
0.0800439,keep
0.0764668,leave
0.0737627,hard
0.067224,night
0.0664831,course
0.0559682,pretty
0.0418294,europe
0.0347279,stay
0.0287197,aide
0.0278663,helsinki
0.0139891,indochina
0.0125597,trigger
0.00978129,asian
0.00721638,host
0.00649714,odds
0.00649487,chicago
0.00621091,ass
0.00539067,excitement
0.00500399,bark
0.00406008,pleasant
0.0037685,ultimately
0.00355753,delhi
0.00338398,violence
0.00303636,reckon
0.0025611,leg
0.00254957,often
0.00253056,vt
0.00251847,acapulco
0.00233618,probability
0.00206005,separation
0.00173946,logical
0.00166036,standard
0.000871465,crystallize
0.000177897,besides
2.14568e-05,ball
1.27675e-05,mostly
1.24539e-05,bastard
1.2421e-05,replace
1.22952e-05,shut
1.18629e-05,originally
1.18058e-05,hurry
1.15495e-05,slight
1.14983e-05,ill
1.14132e-05,il
1.14044e-05,participation
1.12545e-05,due
1.11992e-05,tine
1.11749e-05,hot
1.10935e-05,die
1.10662e-05,admission
1.10556e-05,correspondence
1.10518e-05,goddamn
1.10482e-05,normal
1.10442e-05,slightly
1.10415e-05,mediation
1.10404e-05,lat
1.10365e-05,closely
1.10284e-05,deeply
1.10247e-05,folder
1.1023e-05,dignify
1.10106e-05,emphasize
1.10067e-05,absolute
1.10056e-05,brilliant
1.10006e-05,prayer
1.09996e-05,girl
1.0995e-05,conceivable
1.09941e-05,neither
1.09927e-05,superficial
1.09926e-05,pittsburgh
1.09906e-05,ox
1.09887e-05,mi
1.09884e-05,multilateral
1.09809e-05,framework
1.09803e-05,expert
1.09788e-05,guard
1.09785e-05,antagonistic
1.09778e-05,sl
1.09764e-05,reciprocal
1.09754e-05,georgetown
1.09745e-05,posture
1.0972e-05,thanksgiving
1.0972e-05,isolation
1.0971e-05,gnp
1.09699e-05,usual
1.09697e-05,sooner
1.09695e-05,gesture
1.09692e-05,dole
1.09692e-05,patience
1.09683e-05,obligatory
1.0968e-05,cone
1.09674e-05,wow
1.09673e-05,virgin
1.09667e-05,unanimously
1.09663e-05,occur
1.09658e-05,explicitly
1.09651e-05,sow
1.0965e-05,recrimination
1.09638e-05,unlimited
