score,token
0.124087,today
0.106546,jewish
0.089579,community
0.0775816,together
0.0701836,list
0.0682584,wednesday
0.0581681,max
0.0564879,totally
0.0443374,grind
0.0265565,criterion
0.0173264,canada
0.0170932,discipline
0.0165067,feed
0.0155127,untrue
0.0137601,atmosphere
0.0131496,weird
0.0108756,moderate
0.0107975,faith
0.00965459,rank
0.00897911,detroit
0.00891355,parliament
0.0088193,focus
0.00869538,byrd
0.00757716,ta
0.0075701,standpoint
0.00755298,nuance
0.00504271,kick
0.0048059,owner
0.00454814,revision
0.00396808,paranoia
0.00371047,dialogue
0.0030474,luncheon
0.00301046,fl
0.0025577,kendall
0.0024609,preparatory
0.0021264,impatient
0.00195056,smash
0.00191083,century
0.00124936,moderation
0.000594164,internationally
0.000502219,bernstein
3.28861e-05,mostly
1.59822e-05,slight
1.46424e-05,besides
1.43799e-05,bastard
1.37084e-05,shut
1.35723e-05,due
1.33165e-05,hurry
1.27699e-05,deeply
1.2671e-05,mediation
1.25815e-05,superficial
1.2539e-05,il
1.24379e-05,originally
1.23425e-05,ball
1.22999e-05,hot
1.21729e-05,bloody
1.21693e-05,die
1.21163e-05,absolute
1.21067e-05,framework
1.20986e-05,martinique
1.20985e-05,prayer
1.20923e-05,sterling
1.20729e-05,goddamn
1.20717e-05,bucharest
1.20685e-05,normal
1.20683e-05,folder
1.20534e-05,thoughtful
1.20516e-05,ill
1.20375e-05,emphasize
1.20341e-05,unemployment
1.20329e-05,neither
1.20282e-05,refresh
1.20279e-05,participation
1.20241e-05,mow
1.20189e-05,spring
1.20112e-05,guard
1.20095e-05,admission
1.20093e-05,ie
1.20085e-05,marsh
1.20064e-05,antagonistic
1.2003e-05,posture
1.2002e-05,replace
1.19983e-05,sl
1.19979e-05,static
1.19966e-05,usual
1.19934e-05,quick
1.19932e-05,gene
1.19917e-05,malicious
1.19916e-05,invention
1.19912e-05,damned
1.19912e-05,debrief
1.19908e-05,gnp
1.19902e-05,setup
1.199e-05,exaggerate
1.19894e-05,correspondence
1.19889e-05,reelect
1.19888e-05,namibia
1.19886e-05,closely
1.19883e-05,sober
1.19878e-05,uganda
