score,token
0.127284,clear
0.12553,fight
0.124227,handle
0.0683845,administration
0.0479156,damn
0.0452001,god
0.0304267,private
0.0217618,presentation
0.019641,split
0.0174257,exception
0.0173581,circumstance
0.0171846,jointly
0.0170554,rhetoric
0.0169005,occur
0.0160717,cypriot
0.0149839,chair
0.0147404,disposition
0.0144542,ru
0.014436,michigan
0.0137171,weakness
0.0133519,experience
0.0129287,choice
0.0120061,temporary
0.0104939,incident
0.00988493,coo
0.00976478,spanish
0.00808792,space
0.00659387,leon
0.00650295,hoover
0.00640565,row
0.006203,severe
0.00509308,critical
0.00472623,venezuela
0.00463151,starter
0.00455605,weep
0.00378708,victory
0.00377489,appointee
0.0033843,excuse
0.00333751,restless
0.00124887,contradictory
0.00113229,pragmatic
0.00101419,quick
2.31586e-05,besides
2.20799e-05,ball
2.12838e-05,mostly
2.08308e-05,bastard
1.99123e-05,shut
1.90409e-05,hurry
1.83779e-05,slight
1.79541e-05,il
1.77158e-05,due
1.76703e-05,usual
1.76648e-05,ill
1.75164e-05,hot
1.74166e-05,emphasize
1.73192e-05,die
1.71924e-05,goddamn
1.71895e-05,normal
1.71694e-05,mediation
1.71658e-05,aspen
1.71604e-05,folder
1.71511e-05,deeply
1.71478e-05,admission
1.71468e-05,dignify
1.7146e-05,absurd
1.7144e-05,tine
1.71343e-05,normally
1.71124e-05,originally
1.71121e-05,correspondence
1.70862e-05,participation
1.70746e-05,bucharest
1.70699e-05,neither
1.70653e-05,adamant
1.70597e-05,superficial
1.70589e-05,absolute
1.70426e-05,relax
1.7033e-05,guard
1.70319e-05,sl
1.70282e-05,brilliant
1.70275e-05,mi
1.70267e-05,georgetown
1.7025e-05,posture
1.70204e-05,antagonistic
1.70204e-05,multilateral
1.70191e-05,replace
1.70164e-05,moron
1.70164e-05,gnp
1.70099e-05,redo
1.70096e-05,clarify
1.70091e-05,bark
1.70058e-05,harsh
1.70052e-05,uniform
1.70052e-05,foot
1.70004e-05,provocative
1.70001e-05,easily
1.69997e-05,closely
1.69994e-05,self
1.69975e-05,patience
1.69972e-05,breath
1.69969e-05,brooke
