score,token
0.188191,move
0.144803,government
0.144623,change
0.0444685,cia
0.0342627,publicly
0.0256641,sum
0.025179,limitation
0.0236026,federal
0.0234705,thousand
0.0233555,observation
0.022766,forget
0.0179544,maneuver
0.0171918,evacuate
0.0163892,rumor
0.0151853,wake
0.0151485,suspicion
0.0135245,atlantic
0.0134479,unilaterally
0.0134205,director
0.0111078,signal
0.00960187,conceivably
0.009345,signature
0.00924033,assessment
0.00814316,formulate
0.00780428,worker
0.00706752,arise
0.00555655,degree
0.00550528,airfield
0.00423826,bluff
0.00412619,deference
0.00398161,inspire
0.00398155,problematical
0.00327958,commissioner
0.00274284,confine
0.00251851,airline
0.0023507,tor
0.00208273,fate
0.00173873,actively
0.00119475,guatemala
0.00105469,harm
0.000771039,uniform
0.00057006,prospect
5.44304e-05,disturb
2.48852e-05,mostly
1.99773e-05,besides
1.85811e-05,bastard
1.78086e-05,shut
1.73475e-05,originally
1.69917e-05,hurry
1.6484e-05,slight
1.62076e-05,il
1.59656e-05,neither
1.59431e-05,ball
1.59425e-05,due
1.58429e-05,hot
1.58388e-05,absolute
1.57908e-05,guard
1.57705e-05,superficial
1.56959e-05,ill
1.56469e-05,die
1.55908e-05,bucharest
1.55683e-05,goddamn
1.5558e-05,normal
1.55429e-05,mediation
1.55423e-05,perfect
1.55383e-05,deeply
1.5535e-05,folder
1.5515e-05,similarly
1.55079e-05,correspondence
1.55024e-05,framework
1.54988e-05,emphasize
1.54864e-05,participation
1.54856e-05,gesture
1.54847e-05,bear
1.54773e-05,ie
1.54496e-05,dignify
1.54496e-05,archbishop
1.54446e-05,aspen
1.54446e-05,posture
1.54436e-05,imply
1.54429e-05,admission
1.54399e-05,sl
1.54381e-05,jersey
1.54349e-05,thanksgiving
1.54336e-05,antagonistic
1.54309e-05,replace
1.54289e-05,obligatory
1.54276e-05,gnp
1.54276e-05,usual
1.54216e-05,patience
1.54213e-05,closely
1.542e-05,slightly
1.54161e-05,absurd
1.54158e-05,thou
1.5414e-05,prayer
1.5414e-05,obligation
1.54127e-05,jimmy
1.54121e-05,mi
1.54116e-05,tolerable
1.54116e-05,taiwan
