score,token
0.280668,position
0.144204,egyptian
0.134815,press
0.0757189,public
0.0381433,canal
0.0363806,consultation
0.019534,finish
0.0193333,thrust
0.0169329,demonstrate
0.0166013,concrete
0.0164189,dis
0.0154393,occupy
0.0136468,forthcoming
0.0125661,life
0.0114511,spare
0.0107508,reassurance
0.0100903,politics
0.00823605,maximum
0.00709049,artillery
0.00692707,extensive
0.00484326,alter
0.00443086,feasible
0.00389661,coincide
0.00388759,restate
0.0037034,mess
0.00355196,instrument
0.00348835,defeat
0.00329983,gap
0.00292721,unconscionable
0.00281931,snafu
0.00248568,method
0.00229779,destructive
0.00170198,conceptual
0.00094366,disappoint
0.000729544,somewhere
0.000577719,upbeat
0.000565292,liberate
9.29143e-05,pessimistic
9.10236e-05,mostly
6.49325e-05,bastard
3.51183e-05,shut
2.44565e-05,slight
1.64103e-05,besides
1.52963e-05,ball
1.40704e-05,hurry
1.39791e-05,deeply
1.38164e-05,mediation
1.36024e-05,il
1.34994e-05,replace
1.3427e-05,emphasize
1.3427e-05,due
1.32935e-05,superficial
1.3268e-05,adamant
1.32508e-05,absolute
1.32505e-05,relax
1.32407e-05,hot
1.31835e-05,die
1.31509e-05,mow
1.31449e-05,goddamn
1.31358e-05,normal
1.31175e-05,folder
1.31072e-05,unemployment
1.30961e-05,originally
1.30911e-05,slightly
1.30848e-05,participation
1.30779e-05,ill
1.30778e-05,perfect
1.30752e-05,exact
1.30634e-05,bear
1.30627e-05,neither
1.3059e-05,patience
1.30571e-05,owe
1.30541e-05,dignify
1.3054e-05,sarcasm
1.30538e-05,marsh
1.30528e-05,driver
1.30514e-05,admission
1.30505e-05,turmoil
1.30497e-05,reliable
1.30495e-05,sl
1.30493e-05,mountain
1.30445e-05,ruthless
1.30439e-05,guard
1.30426e-05,antagonistic
1.30406e-05,gnp
1.30402e-05,provocative
1.30392e-05,moron
1.30388e-05,minimal
1.30388e-05,redo
1.30374e-05,usual
1.30374e-05,milwaukee
1.30372e-05,correspondence
1.30363e-05,damned
1.30353e-05,harsh
1.30349e-05,lat
1.30331e-05,posture
1.30318e-05,self
1.30318e-05,privacy
1.30296e-05,unreliable
1.30285e-05,benefit
