score,token
0.131653,term
0.0977906,listen
0.0628934,bye
0.06032,reduction
0.0497378,plus
0.0411241,sale
0.0365977,ft
0.031501,operation
0.029349,resource
0.026316,nightmare
0.0241627,px
0.0218128,gun
0.0217486,po
0.0178457,iq
0.0176105,narrow
0.0174509,hussein
0.0164053,privilege
0.0157157,soon
0.0153924,danger
0.0139506,boston
0.0126336,tower
0.0113942,pr
0.011217,certification
0.0109072,income
0.0101044,warn
0.00981615,bid
0.00773535,tricky
0.00740272,exceedingly
0.0065709,polite
0.00634973,algeria
0.00606274,iraqi
0.00601985,mare
0.00577429,damned
0.00567657,condolence
0.00566369,negotiable
0.00551986,mediation
0.00536676,taste
0.0040985,publicize
0.00331523,cd
0.00304664,simmer
0.00295124,distant
0.00279787,topic
0.00195083,maniacal
0.00161335,beaver
0.000619392,fierce
6.00106e-05,hurry
3.94281e-05,ball
3.0548e-05,besides
2.77914e-05,bastard
2.75933e-05,mostly
2.58887e-05,shut
2.35813e-05,slight
2.27225e-05,il
2.24733e-05,due
2.22609e-05,hot
2.22239e-05,absolute
2.20433e-05,replace
2.19423e-05,ie
2.19001e-05,participation
2.18096e-05,die
2.17069e-05,adamant
2.16963e-05,slightly
2.16826e-05,goddamn
2.1665e-05,normal
2.16247e-05,deeply
2.15928e-05,folder
2.15644e-05,emphasize
2.15553e-05,thou
2.15548e-05,originally
2.15308e-05,aspen
2.15225e-05,ill
2.15016e-05,reelect
2.14988e-05,bear
2.14724e-05,neither
2.14716e-05,superficial
2.1462e-05,sharp
2.14362e-05,admission
2.14311e-05,sl
2.14236e-05,posture
2.14209e-05,mi
2.14192e-05,guard
2.1413e-05,exact
2.14102e-05,applause
2.1407e-05,antagonistic
2.14066e-05,gnp
2.14028e-05,sarcasm
2.13981e-05,soul
2.13953e-05,correspondence
2.1394e-05,usual
2.13857e-05,bloody
2.13815e-05,weapon
2.13796e-05,closely
2.13791e-05,turmoil
2.13732e-05,prayer
2.13704e-05,perfect
2.13689e-05,moron
2.13689e-05,tine
2.13649e-05,normally
2.13646e-05,attribution
2.13638e-05,absurd
