score,token
0.017564932,brasil
0.013324587,desenvolvimento
0.012345545,internacional
0.010434127,relaiciues
0.00770046,naicues
0.007087361,cooperaition
0.006400864,internacionais
0.005993262,problemas
0.005741826,especial
0.005615497,principios
