collection,date,id,title,topic_score
kissinger,1975-04-16 00:00:00,0000BC03,TELECON WITH TED KOPPEL AT 12:35,0.0866131
kissinger,1973-12-05 19:45:00,0000C5C0,Telecon with Javits and Kissinger at 7:45 P.M.,0.0743771
kissinger,1975-05-14 22:20:00,0000BFDC,Telecon with David Binder and Kissinger AT 10:20 P.M.,0.070513
kissinger,1973-10-24 00:00:00,0000C84E,TELECON WITH ELLIOT RICHARDSON/SECRETARY KISSINGER AT 12:27,0.0699303
kissinger,1973-10-07 09:35:00,0000C23B,TELECON WITH GENERAL HAIG/SECRETARY AT 9:35 A.M.,0.0683219
kissinger,1973-11-26 09:27:00,0000C5A0,Telecon with Rowland Evans and HAK at 9:27 A.M.,0.0661157
kissinger,1976-01-16 20:09:00,0000BE2B,Telecon with Frank Sinatra and Kissinger AT 8:09 P.M.,0.0655739
kissinger,1974-04-26 10:20:00,0000C55E,Telecon with Sonnenfeldt and Kissinger at 10:20 A.M.,0.0639996
kissinger,1974-07-12 17:08:00,0000C9E1,TELECON WITH SECRETARY WEINBERGER/SECRETARY KISSINGER AT 5:0,0.0633804
kissinger,1973-10-13 09:36:00,0000C745,TELECON WITH HUME/KISSINGER AT 9:36 A.M.,0.0622011
kissinger,1976-02-12 15:06:00,0000D718,TELECON WITH SONNENFELDT AT 3:06 P.M.,0.0588151
kissinger,1973-10-25 10:01:00,0000C870,TELECON WITH CROMER/KISSINGER AT 10:01 A.M.,0.0547944
kissinger,1973-10-09 11:48:00,0000C27A,TELECON WITH SENATOR CHURCH/SECY KISSINGER AT 11:48 A.M.,0.0538462
kissinger,1974-04-26 15:50:00,0000C566,Telecon with Rush and Kissinger at 3:50 P.M.,0.0537638
kissinger,1973-10-09 15:45:00,0000C27C,TELECON WITH AMB DINITZ/HAK AT 3:45 P.M.,0.0522385
kissinger,1974-09-27 14:31:00,0000BABF,TELECON WITH CHARLES BLUHDORN AT 2:31 P.M.,0.0508475
kissinger,1976-10-27 09:30:00,0000D978,TELECON WITH GENERAL SCOWCROFT AT 9:30 A.M.,0.0491799
kissinger,1974-03-22 00:00:00,0000C4EA,Telecon with McCloy and Kissinger at 12:48,0.0479447
kissinger,1973-10-24 19:10:00,0000C85D,TELECON WITH THE PRESIDENT/KISSINGER AT 7:10 P.M.,0.0473378
kissinger,1973-10-17 10:02:00,0000C7F1,TELECON WITH MR. WILLIAM RANDOLPH HEARST/SECRETARY KISSINGER,0.0468747
kissinger,1975-04-22 14:30:00,0000BC16,TELECON WITH TED KOPPEL AT 2:30 P.M.,0.0463571
kissinger,1975-04-02 00:00:00,0000BBE7,TELECON WITH BRUCE VAN VOORST AT 7:45  P.M.,0.0459772
kissinger,1973-09-27 18:40:00,0000C198,TELECON WITH MR. KISSINGER/AMB. MOYNIHAN AT 6:40 P.M.,0.0458015
kissinger,1975-01-14 20:02:00,0000BB21,TELECON WITH KEN FRIED AT 8:02 P.M.,0.0454541
kissinger,1975-04-29 01:25:00,0000D7E8,TELECON WITH PHIL HABIB AT 1:25 A.M.,0.0442483
kissinger,1973-09-27 08:30:00,0000C18F,TELECON WITH SENATOR FULBRIGHT/SECY KISSINGER AT 8:30 A.M.,0.0426827
kissinger,1975-10-14 12:35:00,0000BC94,Telecon with Javits and the Secretary AT 12:35 P.M.,0.0425531
kissinger,1976-11-03 10:55:00,0000D996,TELECON WITH SCOWCROFT AT 10:55 A.M.,0.0419166
kissinger,1973-10-15 00:00:00,0000C7D4,TELECON WITH SECRETARY KISSINGER/SECRETARY SCHLESINGER AT 9:,0.0413225
kissinger,1976-03-19 15:15:00,0000DA4C,TELECON WITH DEPUTY SECRETARY CLEMENTS AT 3:15 P.M.,0.0411768
kissinger,1975-09-04 19:12:00,0000D96A,TELECON WITH MR. SISCO AT 7:12 P.M.,0.0402685
kissinger,1976-01-19 18:37:00,0000BD6A,Telecon with Waldheim and Kissinger AT 6:37 P.M.,0.0393703
kissinger,1976-02-26 15:32:00,0000D74D,TELECON WITH MR. TAFT SCHREIBER AT 3:32 P.M.,0.0384618
kissinger,1976-03-08 16:30:00,0000D771,TELECON WITH VICE PRESIDENT ROCKEFELLER AT 4:30 P.M.,0.0384611
kissinger,1973-10-13 00:00:00,0000C751,TELECON WITH SEC KISSINGER/SEC GEN WALDHEIM AT 1:13 p.m.,0.0381681
kissinger,1974-03-23 15:40:00,0000C584,TELECON WITH SCHLESINGER AT 3:40 P.M.,0.0373137
kissinger,1974-03-18 10:10:00,0000C4BD,Telecon with Strausz-Hupe and HAK at 10:10 A.M.,0.0367649
kissinger,1975-06-26 18:54:00,0000C07B,Telecon with Goodell and the Secretary AT 6:54 P.M.,0.0359727
kissinger,1973-10-23 18:50:00,0000C837,TELECON WITH THE PRESIDENT/KISSINGER AT 6:50 P.M.,0.0359719
kissinger,1973-10-08 11:20:00,0000C25C,TELECON WITH STEWART ALSOP/SEC KISSINGER AT 11:20 A.M.,0.0357132
kissinger,1975-04-29 16:14:00,0000D7EA,TELECON WITH BILL CLEMENTS AT 4:14 P.M.,0.0352108
kissinger,1976-03-27 15:30:00,0000BF46,TELECON WITH WIN LORD/SEC. KISSINGER AT 3:30 P.M.,0.0333334
kissinger,1973-10-18 20:25:00,0000C7FB,TELECON WITH DOBRYNIN/KISSINGER AT 8:25 P.M.,0.0330578
kissinger,1973-10-25 18:55:00,0000C882,TELECON WITH GEORGE SPRINGSTEEN - SECRETARY KISSINGER AT 6:5,0.0327871
kissinger,1974-01-09 09:19:00,0000D9BA,TELECON WITH AMBASSADOR CROMER AT 9:19 A.M.,0.0325205
kissinger,1975-02-28 12:17:00,0000BBB1,TELECON WITH SYMINGTON AT 12:17 P.M.,0.0317459
kissinger,1975-10-03 15:48:00,0000BD10,Telecon with Kissinger and Hal Sonnenfeldt AT 3:48 P.M.,0.0314961
kissinger,1976-05-14 18:25:00,0000BFE5,TELECON WITH MR. SULLIVAN/SECRETARY KISSINGER AT 6:25 P.M.,0.030712
kissinger,1974-06-03 12:15:00,0000C98A,TELECON WITH WINSTON LORD/SECRETARY KISSINGER AT 12:15 P.M.,0.0303031
kissinger,1974-07-18 16:15:00,0000C9F9,TELECON WITH KUBISCH/SEC KISSINGER AT 4:15 P.M.,0.029412
kissinger,1975-11-04 18:40:00,0000D8C4,TELECON WITH MR. JOSEPH KRAFT AT 6:40 P.M.,0.0289857
kissinger,1974-08-12 00:00:00,0000BA5A,TELECON WITH ECEVIT AT 5:26  P.M.,0.0270272
kissinger,1976-04-06 17:00:00,0000BFA7,TELECON WITH AMBASSADOR DINITZ/SECRETARY KISSINGER AT 5:00 P,0.0254241
kissinger,1974-07-30 14:50:00,0000CA47,TELECON WITH MR. SINGLINGER/SECRETARY KISSINGER AT 2:50 P.M.,0.0252101
kissinger,1975-11-21 18:05:00,0000BCF6,Telecon with Barry Schweid and Kissinger AT 6:05 P.M.,0.0247934
kissinger,1975-01-18 08:05:00,0000BB3C,TELECON WITH WELLS STABLER AT 8:05 A.M.,0.0245902
