collection,date,id,title,topic_score
kissinger,1973-10-27 00:00:00,0000C1A7,Telecon with Dobrynin and Kissinger at 11:24AM,0.108681
kissinger,1975-01-21 15:40:00,0000BB75,TELECON WITH DOBRYNIN AT 3:40 P.M.,0.0795457
kissinger,1973-10-27 11:24:00,0000C8B6,TELECON WITH DOBRYNIN/KISSINGER AT 11:24 A.M.,0.073171
kissinger,1974-07-22 11:25:00,0000D6C2,TELECON WITH FOREIGN MIN. CALLAGHAN AT 11:25 A.M.,0.072625
kissinger,1975-10-29 08:40:00,0000BCAF,Telecon with Waldheim and Kissinger AT 8:40 A.M.,0.0650693
kissinger,1973-10-26 09:38:00,0000C88A,TELECON WITH SECRETARY KISSINGER/AMBASSADOR DINITZ AT 9:38 A,0.0644263
kissinger,1975-11-03 15:35:00,0000D8BD,TELECON WITH SECRETARY SIMON AT 3:35 P.M.,0.0628926
kissinger,1973-10-18 20:45:00,0000C7FC,TELECON WITH DOBRYNIN/KISSINGER AT 8:45 P.M.,0.0616746
kissinger,1973-10-25 14:40:00,0000C878,TELECON WITH AMB DOBRYNIN - SECRETARY KISSINGER AT 2:40 P.M.,0.0576916
kissinger,1973-10-24 10:10:00,0000C19D,Telecon with Dobrynin and HAK at 10:10 A.M.,0.0555543
kissinger,1975-10-19 18:35:00,0000DA30,TELECON WITH MR. MAX FISHER AT 6:35 P.M.,0.0546761
kissinger,1973-10-06 21:10:00,0000C178,Telecon with Dobrynin and Kissinger at 9:10 P.M.,0.0522389
kissinger,1975-07-25 17:51:00,0000BEDE,TELECON WITH ED KLEIN/SEC. KISSINGER AT 5:51 P.M.,0.0507244
kissinger,1974-12-26 11:15:00,0000BAF1,TELECON WITH REAGON AT 11:15 A.M.,0.0495866
kissinger,1973-12-06 22:02:00,0000C5C6,Telecon with Dobrynin and Kissinger at 10:02 P.M.,0.0489512
kissinger,1974-09-05 18:25:00,0000D652,TELECON WITH GOVERNOR REAGAN AT 6:25 P.M.,0.0486111
kissinger,1973-10-23 09:45:00,0000C815,TELECON WITH MINISTER VORONTSOV/KISSINGER AT 9:45 A.M.,0.0479453
kissinger,1973-10-10 17:40:00,0000C28A,TELECON WITH AMB DOBRYNIN - SECRETARY KISSINGER AT 5:40 P.M.,0.0472438
kissinger,1974-07-24 00:00:00,0000C9DC,TELECON WITH MR. SIDEY/SECRETARY KISSINGER AT 9:57,0.0458023
kissinger,1973-11-26 00:00:00,0000C425,TELECON WITH FM RABASA/SECRETARY KISSINGER AT 12:03,0.0454547
kissinger,1975-11-20 18:12:00,0000D8D9,TELECON WITH AMBASSADOR DOBRYNIN AT 6:12 P.M.,0.0451978
kissinger,1976-01-31 09:06:00,0000D747,TELECON WITH MR. MAX FISHER AT 9:06 A.M.,0.0451975
kissinger,1973-10-01 17:55:00,0000C1E3,TELECON WITH THE PRESIDENT/SECRETARY KISSINGER AT 5:55 P.M.,0.0441175
kissinger,1976-02-13 17:34:00,0000BE3D,Telecon with Zahedi and Kissinger AT 5:34 P.M.,0.0431006
kissinger,1975-10-06 08:25:00,0000C20D,TELECON WITH EBAN/KISSINGER AT 8:25 A.M.,0.0419579
kissinger,1973-12-26 15:05:00,0000C5D9,Telecon with FM Fahmy and Kissinger at 3:05 P.M.,0.0416666
kissinger,1973-10-27 12:20:00,0000C8BA,TELECON WITH DOBRYNIN/KISSINGER AT 12:20 P.M.,0.0413225
kissinger,1974-04-24 10:17:00,0000C54D,Telecon with Max Fisher and HAK at 10:17 A.M.,0.0412362
