score,token
0.0918253,region
0.0754371,claim
0.0664276,border
0.0463412,spend
0.0312581,corporation
0.0290151,son
0.0274445,regular
0.0262033,village
0.0232129,van
0.0200617,insurgent
0.0193385,dong
0.017962,explore
0.0164601,paramilitary
0.0151513,outpost
0.0131078,ru
0.0129216,delta
0.0127563,dy
0.011394,ethnic
0.0111705,origin
0.0103332,hat
0.0101699,counterinsurgency
0.00999324,tribe
0.0098765,km
0.0084462,die
0.00839731,gang
0.00831477,cutoff
0.00830473,season
0.00824587,tan
0.00774269,electricity
0.00773535,plain
0.00740784,excise
0.00642356,mit
0.00630335,lem
0.00549473,detain
0.0052688,plantation
0.00491126,originate
0.00487706,highland
0.00473366,inhabitant
0.00457991,bow
0.0045689,perspective
0.00451901,villager
0.00449846,wet
0.00447123,xt
0.00437936,tall
0.00424058,appointee
0.00415837,tay
0.00411162,mouth
0.00397062,eject
0.00371756,nb
0.00370504,postponement
0.00365412,trainer
0.00342624,hut
0.00324011,reservoir
0.00316791,cattle
0.00301092,sing
0.00292723,collusion
0.00291272,seasonal
0.00285936,daughter
0.00285837,rim
0.00271591,watt
0.00270666,yell
0.00270341,estate
0.00264182,watchtower
0.00261556,favorite
0.00256316,tx
0.00237616,drawback
0.00233684,mogadiscio
0.00227816,mountainous
0.00221176,chow
0.00217061,desert
0.00216532,yuan
0.00211753,noticeable
0.00211249,lowland
0.00196987,eas
0.00193618,doi
0.00189394,redundancy
0.00184071,westward
0.00178965,fence
0.00176554,arp
0.00175998,undo
0.00174189,ascribe
0.00174063,dispensary
0.00173675,chokepoint
0.00170588,assassinate
0.00164102,psyop
0.00159298,persistently
0.00156418,reload
0.00140319,banana
0.00139821,discreet
0.00135415,resolutely
0.00128023,unequal
0.00125909,nuisance
0.00123898,sweet
0.00121797,bundle
0.00121473,watershed
0.00120166,vegetation
0.00119956,conspire
0.0011912,topography
0.00117455,intrinsic
0.00117134,rust
