score,token
0.0909575,ministry
0.0516091,racial
0.0338004,insurgency
0.0330496,interior
0.0308812,challenge
0.0258803,chi
0.0221564,singapore
0.0190876,selection
0.0188289,specialist
0.0175577,colleague
0.0174551,editorial
0.0162417,tribal
0.0152983,supporter
0.0140441,islam
0.0138519,afro
0.0136786,cop
0.0115596,nut
0.0114571,garrison
0.0101651,audience
0.00927432,steer
0.00903413,flood
0.00895762,sultan
0.00880276,mistake
0.00860898,supportive
0.00829964,colombo
0.00814639,mop
0.00805852,flash
0.00804705,malaya
0.00781856,ob
0.00698438,vigorous
0.00631677,organise
0.0062757,timber
0.00604408,ping
0.00602492,tai
0.00575321,poster
0.00536497,commie
0.00506509,stephen
0.0047072,enrollment
0.00455398,juvenile
0.00452385,bureaucracy
0.00452202,tap
0.00427325,malay
0.00420805,caucus
0.0041683,preventive
0.00404166,humiliate
0.00394598,reshuffle
0.00377004,deviation
0.00376155,theatre
0.0036818,brilliant
0.00357843,praise
0.00353484,cheat
0.00346944,consecutive
0.00342019,malayan
0.00339781,disguise
0.00333187,rector
0.00332014,vigilance
0.00327909,breathe
0.00324643,celebration
0.00313384,staffer
0.00303383,plebiscite
0.00294022,dwindle
0.00293831,boast
0.00289513,omaha
0.00288183,twist
0.00282036,elder
0.00280602,dispel
0.00279904,linguist
0.00278457,mainstream
0.00273384,loser
0.00272701,insight
0.00268135,ancient
0.00267664,demographic
0.00262104,chiefly
0.0025263,intrude
0.00246212,morally
0.00244939,trough
0.00243506,patronage
0.00240425,garment
0.00239229,mold
0.00238164,nominee
0.00232269,sketch
0.00230952,knife
0.00227568,chant
0.00227359,distaste
0.00226844,nicholas
0.00226066,questioner
0.00218328,scream
0.00205547,stir
0.00201557,lively
0.00197349,extinguish
0.00192253,stooge
0.00192068,fluent
0.00182265,karen
0.0017061,unskilled
0.00169055,muscle
0.00167773,painfully
0.00166071,embolden
0.00164361,scapegoat
0.00149112,embroil
0.00144294,georgetown
