score,token
0.10313,federal
0.0853664,chairman
0.0814161,embassy
0.054516,york
0.042278,brown
0.031374,treasury
0.0312479,burma
0.0250505,discus
0.0168257,insist
0.0162841,california
0.015548,tm
0.0152481,airport
0.0138837,restraint
0.0137333,vienna
0.0110985,extremist
0.00989508,pan
0.00985362,rangoon
0.00912441,departure
0.00876918,solomon
0.00846527,fee
0.00819934,texas
0.0078182,delete
0.00760688,jack
0.00748525,airline
0.00712916,miller
0.00686428,illinois
0.00631378,mississippi
0.00612687,mail
0.00576705,philadelphia
0.00557163,saturday
0.00538373,caption
0.00524119,richardson
0.00520995,honorable
0.00498455,brent
0.00461495,detroit
0.00460129,hall
0.00454312,watson
0.00453329,postal
0.00452161,boston
0.00423531,empower
0.00411888,andrew
0.00382296,jury
0.0034548,hijack
0.0034233,blanket
0.00338994,maryland
0.00336093,leonard
0.00330288,cab
0.00330163,parker
0.00326511,preparatory
0.00309501,moore
0.00307662,howard
0.00306392,burke
0.00301306,sometime
0.00297696,airway
0.0028905,sentinel
0.00270108,northeastern
0.00269285,neighborhood
0.00267911,meantime
0.00265481,invade
0.00264974,aeronautics
0.00260596,cole
0.00254817,jerry
0.0025432,klan
0.0025326,pennsylvania
0.00248207,bone
0.00243065,motive
0.00239422,luther
0.00236552,diary
0.00233839,nth
0.00232387,dire
0.00231533,aegis
0.00230957,firearm
0.00222982,vocal
0.00222349,michigan
0.00211512,clinton
0.00206002,eligibility
0.00202361,seventeen
0.00200207,apprise
0.00198432,kentucky
0.00198052,segregation
0.00194271,interstate
0.00189455,beard
0.00181438,smoothly
0.00173627,dale
0.00168635,buffalo
0.00163391,pittsburgh
0.0016111,portland
0.00154204,oregon
0.00152161,montana
0.00151116,hale
0.00150359,courtesy
0.00148924,strenuous
0.00147899,retrieve
0.00141524,birmingham
0.00139723,mall
0.00139069,arlington
0.00138559,stale
0.00138121,renegotiate
0.00135953,wade
0.0013559,phonetic
