score,token
0.0442266,write
0.0434836,socialist
0.0374632,attach
0.0325439,lift
0.0316424,attachment
0.0276366,remove
0.0265369,rome
0.0261675,spring
0.0248723,wait
0.0226323,brezhnev
0.0191969,cell
0.0188918,democrat
0.0185886,ro
0.0166125,bat
0.0148126,phone
0.0147207,sw
0.0144533,circuit
0.0144421,politburo
0.0130172,au
0.0130104,swiss
0.0124542,connect
0.0115199,gather
0.0105896,sigint
0.0102607,vent
0.00969787,beijing
0.00921734,o
0.00768492,pen
0.00678046,wisconsin
0.00648102,medici
0.00605259,wallace
0.00603619,coin
0.00602914,reviewer
0.00597613,nave
0.00556422,hare
0.00540597,prosecutor
0.00523532,bucharest
0.0050493,unemployed
0.00502587,teen
0.00482446,magazine
0.0047645,counterintelligence
0.00437068,spec
0.00432854,louis
0.00421613,steal
0.00411917,plenum
0.0039771,inn
0.00390925,scrap
0.0038533,budapest
0.00382508,fri
0.00371018,pamphlet
0.00369348,kilo
0.00367333,celebrate
0.00329433,o'neill
0.0032878,bout
0.00327376,nad
0.00318605,vd
0.00317012,unnecessarily
0.00315532,breed
0.00309139,researcher
0.00308373,biographic
0.00290284,opine
0.00285931,corner
0.00284225,decentralization
0.00280698,upcoming
0.00275749,ambivalent
0.00273795,jfk
0.00270333,beacon
0.00264904,kitchen
0.00251281,alongside
0.0024438,hg
0.00243417,fraternal
0.00228897,uv
0.00228299,polite
0.00227413,brush
0.00223306,warmly
0.00221034,hike
0.00217273,uncomfortable
0.00215046,counsellor
0.00213159,translator
0.00210911,prominently
0.00204952,jut
0.00202272,unaffected
0.00201967,industrialist
0.00199186,blood
0.00196241,delicate
0.00188776,sion
0.00187733,reunite
0.00187482,repercussion
0.00182469,flip
0.00180213,delight
0.00178834,jealousy
0.00169463,webster
0.00169228,haste
0.00168449,initiator
0.00165768,pillar
0.00164647,vague
0.001643,responsibly
0.00158178,chapman
0.0015572,phi
0.00153753,vim
0.00151355,congratulatory
