score,token
0.13356,palestinian
0.0678199,plo
0.0601393,dayan
0.054713,jordan
0.0372364,argue
0.0345809,refugee
0.0286999,insist
0.0233507,sinai
0.0206155,bucharest
0.0191453,invite
0.018522,responsible
0.0178495,forum
0.0177555,essential
0.0176155,jordanian
0.0162954,jerusalem
0.0154203,closely
0.0136009,govern
0.0117383,arafat
0.0114952,referendum
0.0101609,testimony
0.00943619,jew
0.00920007,complexity
0.00913859,timetable
0.0077447,highlight
0.00741107,prejudge
0.00698347,subsidy
0.00633092,coast
0.00623896,green
0.00611401,salaam
0.00604457,fly
0.00595061,palestine
0.00578069,contradiction
0.00546817,waive
0.00528042,accommodate
0.00521681,reaffirmation
0.00497441,ta
0.00482341,damascus
0.00454147,ineffective
0.00452971,quiet
0.00444364,detainee
0.00415816,admit
0.00414936,prejudice
0.00401829,ben
0.00367449,mild
0.00357865,divisive
0.00347011,vip
0.00345588,asylum
0.00326646,tacit
0.00325308,knesset
0.00321687,duplication
0.00312511,chat
0.00307308,carver
0.00291092,inflexible
0.0027511,suitable
0.00274723,pan
0.00272288,bitterness
0.0026713,zionism
0.00265096,flee
0.00229899,ridiculous
0.00227805,fare
0.00227116,confusion
0.0022338,seventh
0.00219308,objectivity
0.00214439,intractable
0.00194408,zionist
0.00188113,beam
0.00185616,holiday
0.0018491,morton
0.00156346,bethlehem
0.00153396,sooner
0.00152401,intensive
0.00148744,simultaneously
0.00148561,explanatory
0.00147282,confer
0.00146118,prosper
0.00146029,fend
0.00143944,hypothesis
0.00141285,absorptive
0.00139068,incorporation
0.00133131,partition
0.00132571,butter
0.00130065,mainstream
0.00126774,evans
0.00119,handedness
0.00116864,fatah
0.00112925,infer
0.00112724,evasion
0.00109538,samaria
0.00108649,rocky
0.00104896,cushion
0.000974671,bos
0.000965325,nile
0.00095307,captain
0.000903786,jewry
0.00089499,fulcrum
0.000893062,sometime
0.000892228,deleterious
0.000868243,obsess
0.000851643,spate
0.000840488,persecute
