score,token
0.0430009,news
0.0357768,entry
0.0312887,spanish
0.0300057,visitor
0.0269191,ceremony
0.0267964,floor
0.0236198,defer
0.0225517,night
0.0177715,madrid
0.0152409,ideology
0.0151644,mineral
0.0149946,attendance
0.0143538,inauguration
0.0142654,peninsula
0.0142573,spare
0.0136439,kgb
0.0126202,gap
0.0125399,modality
0.0119368,absolutely
0.0113692,slip
0.0110423,grievance
0.0102837,blame
0.00972112,manifestation
0.00941699,hunter
0.00922669,substitute
0.0091461,goy
0.00895636,author
0.00866765,notable
0.00808748,reliable
0.00802224,grasp
0.00787688,corporate
0.00787381,editorial
0.00775238,toon
0.00767438,bless
0.00739862,volunteer
0.00724792,consistency
0.00656628,repair
0.00631419,criminal
0.00626788,truck
0.00620118,personality
0.00617578,retaliate
0.00615803,intimidate
0.00585735,upheaval
0.00584748,electric
0.0057726,unilaterally
0.00517165,enormously
0.00455431,interdepartmental
0.00440215,nail
0.00433996,skillful
0.00431667,rapport
0.00414753,edward
0.00413029,loud
0.00403281,accountability
0.00396605,kiev
0.00387286,informally
0.00368332,confine
0.00364002,excessive
0.00360206,pen
0.0035414,khrushchev
0.00345379,servant
0.00314241,inevitability
0.00306946,diffusion
0.0030691,handful
0.00305168,regrettable
0.00296192,gibraltar
0.0028832,repel
0.00287286,periodical
0.00277727,camera
0.00275226,displease
0.00270432,westinghouse
0.00269802,flavor
0.00261094,seattle
0.00259364,mail
0.00254386,wreck
0.00240633,sin
0.00235761,lucy
0.00235575,pamphlet
0.00233506,armstrong
0.00229872,blake
0.00224087,lawful
0.00220757,eloquent
0.00218729,cortina
0.00218329,prominently
0.00207642,leakage
0.00205954,georgian
0.00203717,nassau
0.00200537,silly
0.00195485,secession
0.00189604,commemoration
0.00182495,bushnell
0.00176517,occupational
0.00176232,anchorage
0.00174928,disdain
0.00162919,unofficially
0.00162037,snake
0.00159683,newsletter
0.00157332,litmus
0.00152892,eminence
0.0015202,replay
0.00150526,invalid
