score,token
0.14576,salt
0.127693,cuban
0.0611878,importance
0.0529171,withdraw
0.0282987,inter
0.026492,specifically
0.0264304,libya
0.0243271,spain
0.0223212,castro
0.0222172,violence
0.02199,somali
0.0174385,art
0.0166918,exclude
0.0145368,tnf
0.0141538,algeria
0.0121773,havana
0.0116692,italian
0.011598,periodic
0.00996443,readiness
0.00873065,segment
0.00800422,obvious
0.00712414,davy
0.00623695,condemnation
0.00608267,hot
0.0060305,recount
0.00595561,screen
0.00576248,distribute
0.00467837,sentiment
0.0046282,quito
0.00413013,franco
0.00405234,sizable
0.00389008,kenyan
0.00388997,eritrean
0.00379026,settler
0.00357506,surround
0.0034991,prototype
0.00347291,player
0.00339718,leg
0.00337869,clothe
0.00330121,hijacker
0.00305488,xiii
0.00300588,distrust
0.00292983,amplify
0.0028785,insulate
0.00274485,mx
0.00273279,contravene
0.00253841,guantanamo
0.00236475,owner
0.00235619,turnover
0.00229155,strident
0.00226931,discretion
0.00223655,variance
0.00218331,paradox
0.00217729,proviso
0.00217588,hinge
0.0021585,bop
0.00209473,sanchez
0.00203701,assertion
0.00183049,neo
0.00180967,asmara
0.00180288,rein
0.00168971,xxx
0.00166943,impropriety
0.00164897,mask
0.00159474,proclaim
0.00154298,rationally
0.00149286,basement
0.00142696,quarantine
0.00140506,imprecise
0.00128603,correspondingly
0.00127645,communicator
0.00125272,fond
0.00123095,uniformly
0.00121352,maltese
0.00119362,audio
0.00118287,brutality
0.00117449,libreville
0.00104521,stricture
0.00103573,eminently
0.00103468,surmount
0.001018,infectious
0.000996002,restitution
0.000986641,cotonou
0.00096262,colony
0.000912868,temple
0.000907345,creditworthiness
0.000905414,betterment
0.000812855,scrub
0.000797357,msg
0.000787764,limpet
0.000787201,cutter
0.000779611,layoff
0.00074047,extraterritorial
0.000727992,untouched
0.000705518,representational
0.000705515,peninsular
0.000686673,reckless
0.000683024,bothersome
0.000682777,sergeant
0.000676034,minimally
