score,token
0.0856671,strategic
0.0733694,private
0.0570313,recent
0.0518627,speak
0.0487447,able
0.0460567,conduct
0.031936,fight
0.0304452,hour
0.0297503,context
0.0296295,simply
0.02958,evidence
0.0286883,affect
0.0249863,cover
0.0234237,fall
0.0229631,job
0.0206787,judgment
0.0201817,single
0.0158622,threaten
0.0142269,treatment
0.0141689,ever
0.0137295,sort
0.0136223,complaint
0.01169,salisbury
0.011333,moment
0.0104391,restore
0.00807614,reinforce
0.00739507,actual
0.00696992,unprecedented
0.00613184,torture
0.00585729,moral
0.00576096,score
0.00524947,continuity
0.00453643,furthermore
0.00446641,understandable
0.00427061,stick
0.00382607,overthrow
0.00370508,jail
0.00355938,beneficial
0.00350856,sharply
0.00334939,subtle
0.00333164,usefulness
0.00330009,avoidance
0.00318755,temper
0.00314812,shadow
0.00298233,actor
0.00283604,burn
0.00280948,afterwards
0.00259281,rejoin
0.0022206,bloody
0.00221343,eat
0.00220694,unanimity
0.00214688,austerity
0.00211824,unwarranted
0.00197205,peculiar
0.00186476,prelude
0.00176118,bipartisan
0.00168118,provincial
0.00166649,cohesive
0.00166361,summon
0.00154102,rail
0.00150177,orally
0.00134663,ash
0.0012918,submerge
0.00127642,nominally
0.00117091,sixteen
0.00113246,exaggerate
0.00112638,cancer
0.00111639,columnist
0.00111299,crunch
0.00110221,tiny
0.00107361,mortar
0.00107235,fruitless
0.00102708,conceivable
0.00102461,existent
0.00100776,comprehension
0.000977626,sincere
0.000886361,grossly
0.000885724,exact
0.00088002,stagger
0.000870023,regiment
0.000797371,atrocity
0.000745111,retrieve
0.000697253,obey
0.000658779,goose
0.000648306,maneuverability
0.000617303,skip
0.000593806,synonymous
0.000583687,acrimony
0.000545161,burner
0.000533502,bastion
0.000493049,narrative
0.000478793,grudge
0.000477954,indict
0.000453975,fatality
0.000449197,righteous
0.000448407,murky
0.000414512,implore
0.000395688,intersperse
0.000380629,outlast
0.000379295,fanatical
