score,token
0.027905565,us
0.027464235,produtos
0.020154339,brasil
0.01982152,exporta̵̤es
0.018227761,mercado
0.017037434,petr�_leo
0.015170078,pre̤os
0.014418197,comercial
0.013056443,importa̵̤es
0.012519438,com̩rcio
