date,topic_score,id,collection,title
1975-06-15 00:00:00,0.568105,rb_1974.08.19_doc_I-28,CPDOC,"Documentos referentes ?atuac? de Azeredo da Silveira como Ministro das Relacoes Exteriores nas relacoes bilaterais entre o Brasil  e diversos paises da ?rica, entre eles, ?rica do Sul, Argelia, Angola, Costa do Marfim, Mocambique e Nigeria. O dossie e constituido por correspondencia enre o Itamaraty e as embaixadas, postos diplom?icos brasileiros nesses paises, e  autoridades africanas tratando de visitas de autoridades desses paises ao Brasil e vicce-versa; agradecimentos; mensagens de amizade, respeito e cooperac?. Destacam-se os documentos relativos ?proclamac? de independencia de Angola, assim como informacoes sobre a quest? da descolonizac? dos paises de lingua portuguesa (Cabo Verde, Guine Bissau e Mocambique). Inclui ainda documentos sobre a invas? do Saara Ocidental pelo Marrocos e Maurit?ia, carta do presidente do Egito El-Sadat a Geisel enfatizando a necessidade de se manter o di?ogo sobre a paz no Oriente e elogiando a posic? do Brasil na ONU em relac? ao sionismo, alem de informacoes sobre a viagem de Azeredo da Silveira ?Abdijan (Costa do Marfim), em junho de 1975."
1977-05-15 00:00:00,0.534955,be_1977.06.01_doc_II-43,CPDOC,"Documentos referentes ?visita da sra. Carter ao Brasil em julho de 1977, durante o periodo de atuac? de Azeredo da Silveira como ministro das Relacoes Exteriores. O dossie e constituido por documentos que compoem a agenda de assuntos tratados durante a visita, incluindo politica externa norte-americana, cooperac? mlitar Brasil-EUA, direitos humanos e desarmamento, relacoes economicas, comerciais, culturais, cientificas e tecnologicas, e politica nuclear. H?ainda documentos sobre as relacoes dos EUA com diversos paises da America, Europa Ocidental e Oriental, Oceania, ?rica e Oriente Proximo."
1975-01-15 00:00:00,0.516094,onu_1974.03.12_doc_II-A6,CPDOC,"Documentos referentes ?participac? de Azeredo da Silveira na XXIX?Assembleia Geral das Nacoes Unidas. O dossie e constituido por correspondencia e relatorios, que tratam dos temas discutidos nesta assembleia, com enfase na quest? da nova ordem mundial e da situac? energetica. Destaca-se os documentos sobre os conflitos no Oriente Medio e sobre inclus? da quest? palestina no tem?io da assembleia. O dossie inclui ainda dois encadernados de telegramas recebidos e expedidos por Azeredo da Silveira durante sua permanencia na Assembleia, que tratam de assuntos administrativos, felicitacoes pelo anivers?io do titular, entre outros. H?tambem outros encadernados em que constam o relatorio da Delegac? do Brasil ?XXIX?Assembleia Geral da ONU, os anexos ao relatorio com todas as resolucoes da Assembleia, e os discursos proferidos por diversas autoridades durante o evento."
1978-11-15 00:00:00,0.506809,onu_1978.11.01_doc_11,CPDOC,"Documentos referentes ?escolha do Brasil para ser membro permanente do Conselho de Administrac? da Organizac? Internacional do Trabalho (OIT), da Organizac? das Nacoes Unidas -ONU, durante a gest? de Azeredo da Silveira no Ministerio das Relacoes Exteriores. O dossie e constituido por correspondencia tratando da indicac? e escolha do Brasil, reac? do governo brasileiro e posicionamento de diversos paises em relac? ?escolha."
1978-04-15 00:00:00,0.497039,d_1974.03.26_doc_XI-1,CPDOC,"Documentos referentes aos despachos de Azeredo da Silveira como ministro das Relacoes Exteriores com o presidente da Republica Ernesto Geisel. O dossie e composto por documentos do tipo ""Informacoes ao Senhor Presidente da Republica"" abordando diversos asuntos, tais como: questoes economicas internas e externas, conflitos, conversacoes e acordos politicos entre v?ios paises, politica nuclear, questoes administrativas, viagens do presidente Geisel e de Azeredo da Silveira, assim como de outros chanceleres e presidentes ao Brasil."
1977-05-15 00:00:00,0.491384,be_1977.04.29_doc_II-21,CPDOC,"Documentos referentes ?visita do secret?io assistente para Assuntos Interamericanos norte-americano, Terence Todmam ao Brasil, em maio de 1977, durante a atuac? de Azeredo da Silveira como ministro das Relacoes Exteriores. O dossie e constituido de textos que se caracterizam como subsidios para as conversacoes do secret?io durante a sua estada no Brasil, subdivididos em quatro itens: a ""nova"" politica exterior dos Estados Unidos; relacoes bilaterais entre Brasil e Estados Unidos, com enfase no interc?bio comercial, relacoes economicas e cooperac? cientifica e tecnologica; assuntos americanos com enfase nas relacoes bilaterais dos Estados Unidos com diversos paises da America Latina; e assuntos mundiais com enfase em questoes comerciais e direitos humanos. H?ainda um quinto item de anexos sobre direito do mar, politica nuclear e direitos humanos."
1975-01-15 00:00:00,0.485929,onu_1974.03.12_doc_II-A5,CPDOC,"Documentos referentes ?participac? de Azeredo da Silveira na XXIX?Assembleia Geral das Nacoes Unidas. O dossie e constituido por correspondencia e relatorios, que tratam dos temas discutidos nesta assembleia, com enfase na quest? da nova ordem mundial e da situac? energetica. Destaca-se os documentos sobre os conflitos no Oriente Medio e sobre inclus? da quest? palestina no tem?io da assembleia. O dossie inclui ainda dois encadernados de telegramas recebidos e expedidos por Azeredo da Silveira durante sua permanencia na Assembleia, que tratam de assuntos administrativos, felicitacoes pelo anivers?io do titular, entre outros. H?tambem outros encadernados em que constam o relatorio da Delegac? do Brasil ?XXIX?Assembleia Geral da ONU, os anexos ao relatorio com todas as resolucoes da Assembleia, e os discursos proferidos por diversas autoridades durante o evento."
1979-05-15 00:00:00,0.48408,onu_1974.03.12_doc_V-65,CPDOC,"Documentos referentes ?participac? de Azeredo da Silveira na XXIX?Assembleia Geral das Nacoes Unidas. O dossie e constituido por correspondencia e relatorios, que tratam dos temas discutidos nesta assembleia, com enfase na quest? da nova ordem mundial e da situac? energetica. Destaca-se os documentos sobre os conflitos no Oriente Medio e sobre inclus? da quest? palestina no tem?io da assembleia. O dossie inclui ainda dois encadernados de telegramas recebidos e expedidos por Azeredo da Silveira durante sua permanencia na Assembleia, que tratam de assuntos administrativos, felicitacoes pelo anivers?io do titular, entre outros. H?tambem outros encadernados em que constam o relatorio da Delegac? do Brasil ?XXIX?Assembleia Geral da ONU, os anexos ao relatorio com todas as resolucoes da Assembleia, e os discursos proferidos por diversas autoridades durante o evento."
1979-05-15 00:00:00,0.479302,onu_1974.03.12_doc_IV-5,CPDOC,"Documentos referentes ?participac? de Azeredo da Silveira na XXIX?Assembleia Geral das Nacoes Unidas. O dossie e constituido por correspondencia e relatorios, que tratam dos temas discutidos nesta assembleia, com enfase na quest? da nova ordem mundial e da situac? energetica. Destaca-se os documentos sobre os conflitos no Oriente Medio e sobre inclus? da quest? palestina no tem?io da assembleia. O dossie inclui ainda dois encadernados de telegramas recebidos e expedidos por Azeredo da Silveira durante sua permanencia na Assembleia, que tratam de assuntos administrativos, felicitacoes pelo anivers?io do titular, entre outros. H?tambem outros encadernados em que constam o relatorio da Delegac? do Brasil ?XXIX?Assembleia Geral da ONU, os anexos ao relatorio com todas as resolucoes da Assembleia, e os discursos proferidos por diversas autoridades durante o evento."
1978-04-15 00:00:00,0.469391,d_1974.03.26_doc_V-29,CPDOC,"Documentos referentes aos despachos de Azeredo da Silveira como ministro das Relacoes Exteriores com o presidente da Republica Ernesto Geisel. O dossie e composto por documentos do tipo ""Informacoes ao Senhor Presidente da Republica"" abordando diversos asuntos, tais como: questoes economicas internas e externas, conflitos, conversacoes e acordos politicos entre v?ios paises, politica nuclear, questoes administrativas, viagens do presidente Geisel e de Azeredo da Silveira, assim como de outros chanceleres e presidentes ao Brasil."
